"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Art","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"NERC","NE/R012733/1","Research Grant","Artistic and Creative Products","Scottish Association For Marine Science","Contracts Office","Last","Kim","","Dawn of the Copepod CHASERS","3.5 min film describing the main aim of the NERC CHASE project.

Copepods are the most abundant and fastest multi-cellular species on the planet, but they face an uncertain future, especially in the Arctic, because of climate change. Jump aboard with SAMS scientists from the NERC funded CHASE project as they go in search of these tiny superheroes of the oceans.","Film/Video/Animation","2019","~1000 views on Youtube","https://www.youtube.com/watch?v=_zZ0hxUMrko","60352c29409503.36215408","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60352c29409503.36215408&grantRef=NE%2FR012733%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R012733/1","17511040-011F-4464-AADF-C2D05B50370E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","1ED25A21-FD91-4EC2-A06F-724F9F2CDC3D","90679B1B-37B4-4290-A0F1-777FBACFD849"
"AHRC","AH/P006078/1","Research Grant","Artistic and Creative Products","University of York","Centre for Applied Human Rights","Gready","Paul","","Development alternatives","4 arts projects funded by the small grant made available for exploratory art within the research:

- 'A Landscape Happening' by conceptual sculptor Shohrab Jahan, which took place on Chittagong harbour, at least 300 people saw the happening, see the film, 'Landscape Happening'. 
- Adaptation of 'A Letter to a Child Never Born' by theatre director, Ribon Khandokar with 2 performances to audiences of 70 - 100 people in Jahanginagur University and Dhaka. 3 additional performances inspired by the workshop, of 'Urthiri - The Component' based on a conflict between nature based life and technology based life with the theatre group, &quot;Tonnistho Natuya&quot;, inspired by the workshops. See film for details .
- 'Reaching within us to beyond us' , a poem about the Arts and Activism workshop, by Ugandan poet Susan Kiguli, presented at poetry recitals in Uganda, and at the Ugandan National workshop in June 2018. See film, for details. 
- 'Communion', a fictional short film about a young woman escaping reality by Screen writer , patience Nitumwesiga, the film premiered in York, was screened in Uganda at the National workshop and will be screening at the Zanzibar Film festival this year.","Artistic/Creative Exhibition","2018","Public engagement.","https://www.youtube.com/playlist?list=PLbMLV63wP5YNxOlZBHzf-FRMzVF8Ug5bz","5bb343837abcf8.30164898","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5bb343837abcf8.30164898&grantRef=AH%2FP006078%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/P006078/1","0CFAA790-4BDA-440C-8539-770E0B733A2B","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","F191427E-8BF0-45AE-BD96-E55657C3E741"
"AHRC","2200401","Studentship","Artistic and Creative Products","Durham University","English Studies",,,"","'Quadrat', 'Washing with a Plastic Milk Bottle in the Nameless Stream' and 'The Mackerel Past' - Anthropocene","Three poems exploring the anthropocene, and the relationship between nature and culture. All published online on Anthropocene. All poems were written as part of my creative research project.","Creative Writing","2022","N/A","https://www.anthropocenepoetry.org/post/3-poems-by-ali-lewis","62320823de8c04.37838885","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=62320823de8c04.37838885&grantRef=2200401","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=2200401","C764936A-C16C-4A74-8F0C-2D19ADF042EA","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","46B41008-0EB4-4E28-BBFB-E98366999EC5",
"NERC","NE/M008983/1","Research Grant","Artistic and Creative Products","University of Reading","Meteorology","Cornforth","Rosalind","","Possible futures for groundwater in Northern Ghana and Burkina Faso under a changing climate","This narrative describes three possible future scenarios based on 2050 models for water resources in dryland Northern Ghana and Burkina Faso, and the human and socio-economic impacts that might be experienced by people, with an emphasis on those living in rural areas. The narratives aim to stimulate discussion towards realistic policy responses and the decision support tools needed to assist future planning needs. It is important to recognise that the scenarios do not represent every outcome projected by climate models and the resulting impacts will be contextualised by local circumstances.","Image","2020","This product played a central role in structuring the Scenario Planning event which was held in Ghana which engaged policy makers and representatives from multiple national water agencies.",,"5e593e291fb2a5.78535709","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e593e291fb2a5.78535709&grantRef=NE%2FM008983%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M008983/1","C074E663-3B5F-414A-83E9-804B9180EA42","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","E89C3602-0FB4-4044-A918-58966B8A10B2","8052BB87-7123-4292-9517-F284DD425B3E"
"BBSRC","BB/R005656/1","Research Grant","Artistic and Creative Products","University of Leeds","School of Earth and Environment","Martin-Ortega","Julia","","Improving farm productivity and environmental outcomes in Northern Ireland through effective stakeholder enagement","This video presents the stakeholder engagement process carried out by the Rephokus Project, with the aim of improving farm productivity and environmental outcomes through better management of phosphorus in the Northern Ireland food system.","Film/Video/Animation","2021","This video contributed to disseminate the process and outcomes of the project contributing to delivering impact in relation to the decision by the Department of Agriculture, Environmental and Rural Affairs to roll out their soil sampling and training scheme to the national level in the form of the upcoming Nation-wide Soil Nutrient Health Scheme (SNHS). The SNHS will form a core part of DAERA's Green Growth Strategy","https://www.youtube.com/watch?v=YiYDWf_6ZHk","61f15e6f8185b5.51878217","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=61f15e6f8185b5.51878217&grantRef=BB%2FR005656%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R005656/1","55B611F3-7FFA-4F47-AFF1-E6DB77BA4CDA","2512EF1C-401B-4222-9869-A770D4C5FAC7","83D87776-5958-42AE-889D-B8AECF16B468","63DAD34E-164F-4D12-99CB-DDAB7307715B"
"AHRC","AH/R005443/2","Research Grant","Artistic and Creative Products","University of Edinburgh","Sch of History, Classics and Archaeology","Henderson","Jon","","Using fishers' traditional maritime knowledge - Children's Book","Two story books were produced that utilized traditional knowledge of sea turtles and dugongs to provide information on their ecology and conservation to schoolchildren throughout the north of Madagascar.","Creative Writing","2020","Schoolchildren had measurably improved knowledge of sea turtle and dugong conservation issues after attending the book launch events.",,"6048b3a19a75a6.55350006","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=6048b3a19a75a6.55350006&grantRef=AH%2FR005443%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/R005443/2","E56208A9-B360-4FA4-AFEE-1C92C2DD8E24","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5108F717-CCDF-47FB-B061-AFC579F86567"
"BBSRC","BB/R015260/1","Research Grant","Artistic and Creative Products","Cardiff University","School of Biosciences","Bruford","Michael","","CryoArks educational video","A short film produced as part of the CryoArks initiative explaining what a zoological biobank is, how we store samples, what samples are stored, and how are they used. Developed and directed by Gill Murray-Dickson. Narrated by Jules Howard. Produced by Flock. There are also two extra versions of this video, one with Gaelic subtitles, the other with Welsh subtitle. The video was has been submitted to the Edinburgh Conservation Film Festival organised by ECoS (Edinburgh Conservation Science).","Film/Video/Animation","2021","The video was shared via NMS, CryoArks, Frozen Ark and Cardiff University School of Biosciences channels. So far the main video has attracted 531 views on our YouTube channel, 10 likes and 1 comment since October 2021. The version with Gaelic subtitles was released in February 2022 and so far has attracted 34 views and 1 like, while the version with Welsh subtitles, also released in February, has so far attracted 22 views. We will continue to promote all versions via educational departments from each partner institution to increase impact.","https://www.youtube.com/watch?v=m9sCDRgIbZo","62326eeb1a90e5.01898757","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=62326eeb1a90e5.01898757&grantRef=BB%2FR015260%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R015260/1","951E8A59-D766-4969-BA2A-33FF510A6B3E","2512EF1C-401B-4222-9869-A770D4C5FAC7","9C10D78F-6430-4CA7-9528-B96B0762A4C6","3B5F8386-48C0-4CCE-8A63-53856A0DBDB8"
"ESRC","ES/P00511X/1","Research Grant","Artistic and Creative Products","University of Oxford","Tropical Medicine","Haenssgen","Marco","http://orcid.org/0000-0002-5849-7131","Tales of Treatment Photo Exhibition","We hosted a photo exhibition series entitled &quot;Tales of Treatment&quot; in Bangkok (Art Gallery 23), Chiang Rai (Tai tea shop and bar), Oxford University, and the Warwick Arts Centre. The exhibition arose directly from our field research in Southeast Asia, in which we wanted to understand rural health behaviour and medicine use to inform this subject. More than 15 different ethnic groups participated in our research as we travelled through 72 villages in northern Thailand. But there was much that our questionnaires and interviews could not capture. As our local survey teams shared experiences of herbalists curing broken bones and spiritual healers summoning ghosts, we wondered, &quot;What was the meaning and significance of these practices?&quot; Our research participants permitted us to share their stories, which were documented by the talented members of our survey team. &quot;Tales of Treatment&quot; narrated 16 photographic stories of traditional healing as a dying craft among ethnic minority groups in northern Thailand. Stories of herbal medicine, ghost doctors, sacred books of chants, and ceremonial posts highlight that healing maintains firm though waning links to local knowledge and belief systems even in an economy and society transitioning as rapidly as Thailand's. However, the exhibition also highlighted subtle contradictions and tensions in global health policy and research - for instance in the field of antimicrobial resistance, which is regarded a global health priority and a threat to achieving the 2030 Sustainable Development Goals. The stories demonstrate that seemingly modern policy tools to find herbal and non-medicinal alternatives for antibiotic treatment had been practised for centuries. This also invites reflection on critiques of the &quot;pharmaceuticalisation&quot; of traditional medicine (where herbal medicine is administered in capsules), seeing that traditional herbalists have used capsules, too, and for very pragmatic reasons. The exhibition attracted a wide range of visitors, including medical doctors, NGO staff, United Nations staff, research institutes, Thai government departments and schools, university students, researchers and other university staff, and general members of the public interested in photography and medicine. 
The exhibition was joint work between research project leader Mr Marco J Haenssgen, research officer Ms Nutcha (Ern) Charoenboon, and research interns Ms Patthanan (Mind) Thavethanutthanawin, Ms Kanokporn (Joobjang) Wibunjak, and Ms Penporn (Yok) Warapikuptanun. The event at the Warwick Arts Centre was supported by the University of Warwick's Humanities Research Fund, the Global Research Priority on Connecting Cultures, and the Department of Global Sustainable Development at the University of Warwick.","Artistic/Creative Exhibition","2018","The overall more than 500 visitors across our four venues engaged enthusiastically with the exhibits, the stories, and the exhibition hosts, typically spending 45-60 minutes at the exhibition. The feedback from these visitors has been overwhelmingly positive. For example, of the 23 feedback forms received during the latest exhibition at the Warwick Arts Centre, 100% of the feedback stated that the exhibition was worth visiting, and 96% &quot;learned something new&quot; at the exhibition. For the project itself, this was an opportunity to cultivate and benefit from the talent of our team, and to learn from the knowledge or our participants, enabling us to explore a perspective of healing and treatment that we could not have witnessed otherwise. The latest exhibition at the Warwick Arts Centre has also paved the way for closer collaboration with artists and visual media in future research projects.","http://warwick.ac.uk/mjhaenssgen/talesoftreatment","5c829287d23e53.29839313","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5c829287d23e53.29839313&grantRef=ES%2FP00511X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P00511X/1","7DB901FE-08CC-43A5-A49C-35DB12420851","924BE15C-91F2-4AAD-941A-3F338324B6AE","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","D2ACA12E-DF7C-4E4E-B8CB-27BB0B51BA50"
"ESRC","ES/H000283/1","Research Grant","Artistic and Creative Products","Aston University","Aston Business School","Butler","Michael","","Capturing Learning and Good Practice","In line with the ERDF Transformation for Growth Project's philosophy of Small Medium Enterprise (SME) capacity building for sustainable long term continuous innovation and change, Dr. Michael JR Butler created a web page as a learning resource which contains a variety of videos.

Two of the most important goals of Transformation for Growth are:

1. To capture the learning and good practice from the implementation of The Growth Pathway and The Transformation Toolkits
2. To disseminate them regionally, nationally and internationally to all organisations, especially Small Medium Enterprises (SMEs), given we worked with SMEs for this Project

Together with Durham University's Policy Research Group, based jointly between St. Chad's College and Durham University Business School, we have written 21 case studies. 12 of the most successful case studies have, in addition, been succinctly summarised in talking head videos or 'how to' guides for transformation. There are 5 longer in-depth videos, and 7 shorter key-message videos.

The case studies are in the following order, all alphabetically listed:

5 longer in-depth videos with written case studies
7 shorter key-message videos with written case studies
9 written case studies","Film/Video/Animation","2015","The Project Lead, Dr. Michael JR Butler, is passionate about the history of design, and how cities transform over long periods of time, both in their commerce and their art and architecture. The videos pay homage to the heritage of Birmingham, UK. The videos do not just capture the learning and good practice from the implementation of The Growth Pathway and The Transformation Toolkits, they also iconographically make connections between Birmingham's past and current business revolutions through its building facades.","http://tfg.thetransformationproject.co.uk/case-studies/","56dee7ec7c1d13.61366392","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=56dee7ec7c1d13.61366392&grantRef=ES%2FH000283%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/H000283/1","1E79C8FF-2394-402B-9459-02EC00CD324C","924BE15C-91F2-4AAD-941A-3F338324B6AE","5BFB9036-9D16-4AB9-A9EF-097BB6FBD69A","18012C10-0252-437F-93BD-E7A49E74AAE9"
"ESRC","ES/T003731/1","Research Grant","Artistic and Creative Products","Rhodes University","Institute for Water Research","Palmer","Carolyn","","DST South African River Connections","Storytelling can take many forms to communicate. In the historical past, this has been primarily oral and written storytelling, both in poetic and prose format. But with digital technologies dominating today's culture, platforms such as youtube, tiktok and instagram have become the modus operandi for the Gen Y and Z to share what is important to them. Some scientists have promoted the use of videos for communicating science, due to their power to connect people to distant places and events that most of us have experienced. The African Research University Alliance (ARUA) Water Centre of Excellence is investigating the use of storytelling videos and digital maps for disseminating the links between freshwater related issues and the United Nations' Sustainable Development Goals (SDGs) with community and government stakeholders.

This video focused on the learning from a map of South African rivers that was created by Dr Sukhmani Mantel and that went 'viral' a couple of years ago. With the power of digital technology, maps with a 3D effect can further promote greater understanding of land and water connections.","Film/Video/Animation","2021","Dr Sukhmani Mantel created this video as part of her learning to create digital storytelling videos. This video highlights the use of maps which is talked about in the following article in The Conversation.

https://theconversation.com/maps-can-bridge-gaps-between-citizens-scientists-and-policymakers-160374

After learning how to create videos, Dr Mantel then co-facilitated a class with the Rhodes University Community Engagement Unit for the early career researchers from the different African nodes that are funded by the UKRI. The videos created by those ECRs are listed as outputs.","https://www.youtube.com/watch?v=8NFsrSr93n8&list=PLVIqMbfShhRpPNH4yUfzjUBbXqIU3Yc4h&index=9","6217d81cb08f75.79056690","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=6217d81cb08f75.79056690&grantRef=ES%2FT003731%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/T003731/1","70BD85A0-7D15-417A-BB97-228410EC6EB6","924BE15C-91F2-4AAD-941A-3F338324B6AE","0EF87432-74E6-4F8B-8D35-D405AC20C164","60A6276F-FD40-4B65-B694-A2C7EB55E622"
"AHRC","AH/P007724/1","Research Grant","Artistic and Creative Products","The British Museum","Ancient Egypt and Sudan","Regulski","Ilona","","The Last Layer","The British Museum's project at Shutb studies the broad spectrum of the village's history - from 2500BC up until the present day, and considers the local community the last historical layer and an important stake holder in rediscovering this ancient past. Rather than merely looking upon the site as a salvage mission or academic pursuit, the project aspires to appeal to local interests and provide a model for innovative and sustainable fieldwork initiatives, promoting a local sense of ownership and awareness through values-based public engagement.
The project is using film and storytelling as a strategic tool to explore various ways of (re)connecting the local community with its heritage. The aim is to build the importance of and increase appreciation for recent tangible and intangible history and use that to create a model for enhanced understanding of the past. 'The Last Layer. Reconnecting local communities with their heritage' is the first of a series of short films in which community members and the British Museum project team share their intentions, aspirations and cares.","Film/Video/Animation","2017","The production of the film coincided with the initial survey phases of the project which defines the scope of what is perceived as heritage and, as such, worthy of preservation. Shutb is an outstanding example of traditional vernacular brick architecture, increasingly at threat in Egypt as people move towards red-brick, cement and breeze-block architecture. In tandem with the architectural documentation of this heritage, the film explores how traditional historic buildings, street fabrics and public spaces are perceived, used and reimagined by the local communities.
The film serves as a forum to build trust between the community and the project. It was premiered at a public screening in the village of Shutb in October 2017. The community reacted positively and were keen to get more involved. The immediate result was a series of workshops to engage the community with the more recent heritage of the village, which resulted in footage for a second film (to be produced with follow-up funding).","https://www.youtube.com/watch?v=A9GR_lJqQdA","5a832127ccd143.29179474","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5a832127ccd143.29179474&grantRef=AH%2FP007724%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/P007724/1","C20771C1-625D-4BA4-ACF7-8434E4B29F46","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","C43CFC90-9E46-4CAA-B946-3C42D24D6DDF","2A003089-F6A5-42EA-839B-D456319FED6E"
"ESRC","ES/I008616/1","Research Grant","Artistic and Creative Products","Queen's University of Belfast","Queens University Management School","Holt","Diane","http://orcid.org/0000-0002-2945-5207","Trickle out Africa : mapping the trickle out benefits of social and environmental enterprises","The Trickle Out Africa Project: Presentation by Dr David Littlewood - Institute for Small Business and Entrepreneurship (ISBE) Conference 2012, Dublin 7-8th November. Paper Title: Mapping the Trickle Out Benefits of Social and Environmental Enterprises- A Pilot Study of an East African Ecobusiness.","Film/Video/Animation","2012",,,"r-3546848700.8911089c9e8e64","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=r-3546848700.8911089c9e8e64&grantRef=ES%2FI008616%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/I008616/1","BFD469DF-E77E-48F9-9F7D-E24CAF471286","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC23DA53-CA73-4104-A3F6-2A9523484E69","D92F25D9-DD5E-48AA-B8CD-4B0FA16F8329"
"NERC","NE/L010364/1","Research Grant","Artistic and Creative Products","University of Oxford","Environmental Change Institute SoGE","Hall","Jim","http://orcid.org/0000-0002-2024-9191","Matt Ascott - video summarizing the Impact of drought on groundwater yield","In this short video, Matt Ascott from the British Geological Society outlines the groundwater research of the Drought and Water Scarcity Programme which examines the impact of drought on groundwater yield or deployable output.","Film/Video/Animation","2018","The video is on a publicly available YouTube channel, which has been shared to the About Droughts Website, and advertised to academics and practitioners. The videos have been watched many times.","https://studio.youtube.com/video/soiB3NneP_A/edit","5c6e92baa28f11.50851921","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5c6e92baa28f11.50851921&grantRef=NE%2FL010364%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L010364/1","3C6E8C4E-C228-4BF7-ABDE-76F0F56C65DF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","87375C3E-B225-4673-97F3-11C566ED0D4F"
"AHRC","AH/P013937/1","Research Grant","Artistic and Creative Products","Coventry University","VC Office","Arnab","Sylvester","http://orcid.org/0000-0002-4939-7382","Powerful Animal game","This gamified lesson is adapted from the traditional checkerboard game. This lesson is on the special characteristics of animals and their behaviours when protecting themselves from extreme weathers and enemies. It is a lesson taught in the Science subject at primary school. The game can be played in a group of four and it is suitable for players age 9 - 12. Each group will be provided with 36 pieces of animals' cards which will be distributed among all 4 players in the group. The players will use the provided animals' cards to enter the checker box (pictures of predator animals or places). Players will need to apply their knowledge of animals' characteristics and behaviours while playing this game.","Artefact (including digital)","2018","Developed by teachers who are doing their master at Unimas and tested in five schools. 

This is a creative product developed by the teachers demonstrating impact on the ODA for scaling up innovation in teaching and learning in Malaysia, ensuring access to creative methods would produce tangible outcomes, which are being implemented in the schools.","https://playbox.mycapsule.my/2018/12/13/powerful-animal/","5c3dbe168f7e27.65324959","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5c3dbe168f7e27.65324959&grantRef=AH%2FP013937%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/P013937/1","9D52ED75-D820-4813-81D0-67F4B6827E5C","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","D60C85C3-0343-430E-81C7-B04058A4B1DF","83C92CD3-B0CF-40AB-875C-894398F32DDA"
"AHRC","AH/T007923/1","Research Grant","Artistic and Creative Products","University of Bath","Social and Policy Sciences","Manning","Peter","http://orcid.org/0000-0003-1971-2297","My Home","Directed by CHOUN Sopheana, MECH Choulay, YAM Sopheak, MEAN Sochetra, CHHEAN Pisen, 2020, 28mn 34s, Bunong and Khmer version with English subtitles

Chheol Thouk never wanted to be anything else but a mahout and he roams the forest tending to his elephants. But the natural habitat in Mondulkiri province shrinking due to deforestation -- threatening the elephants, their ecosystem and Chheol's way of life.","Film/Video/Animation","2021","The film has been disseminated at several events to indigenous communities and key policy stakeholders. These have included staff from: the Cambodian Ministry of Culture, the Cambodian Ministry of Environment, key donors including USAID, and diplomatic staff from the Swedish and British Embassies.

The films have been published on DVD and allocated as resources for community and educational use at the Modulkiri Indigenous Documentation Center and the Center for the Study of Humanitarian Law.

The filmmakers are currently undergoing social media training to amplify a further campaign around animal welfare, and environment and indigenous issues. 

Further screenings will be held for key policy audiences, including at the British Embassy in Phnom Penh.

The films will be permanently embedded on project partner websites, including as an advocacy tool for awareness raising about animal welfare on the ELIE website.","https://vimeo.com/488357760","602e4a0cbacd47.20873260","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=602e4a0cbacd47.20873260&grantRef=AH%2FT007923%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/T007923/1","E6B5F704-2F5E-4DB9-857D-8D584B1689A2","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","EAAD4D43-BD15-432B-9385-2DBD0C65958D","6F4DF184-4514-44BF-A6C4-7D1D71B60CA7"
"NERC","NE/N011570/1","Research Grant","Artistic and Creative Products","University of Exeter","Geography","Feldpausch","Ted","http://orcid.org/0000-0002-6631-7962","Creative hands-on public displays in the Eden Project Tropical Biome","Gave scientific, visual, and material input to the Eden Project team to develop hands-on public displays in the Eden Project Tropical Biome showing the effects of forest fire on tropical forests and to develop content to show the effects of climate change on precipitation, e.g., a wobbly bridge, a cloud-maker, and a rainforest hut where visitors can shelter from noisy rain (simulated) striking the tin roof while reading from artistic material on the walls of the hut.","Artistic/Creative Exhibition","2017","More than 1 million visitors visit the Eden Project each year, including international tourists, making the creative products highly visible to an international audience.","https://www.edenproject.com/media/2017/02/tropical-rainstorms-and-a-wobbly-bridge-in-cloudy-treetops-the-weather-maker-is-coming-to-edens-rainforesthttps://www.edenproject.com/media/2017/02/tropical-rainstorms-and-a-wobbly-bridge-in-cloudy-treetops-the-weather-maker-is-coming-to-edens-rainforest","5e6a32b3a37945.31211716","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e6a32b3a37945.31211716&grantRef=NE%2FN011570%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N011570/1","6F3D8B67-32B0-4347-BB00-32543701F51B","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","961756BF-E31F-4A13-836F-0A09BA02385C","A0DC31FF-CA3F-43D7-A947-852655BA22B7"
"UKRI","MR/S015299/1","Fellowship","Artistic and Creative Products","University of Leeds","Sch of Geography","McQuaid","Katie","http://orcid.org/0000-0003-4919-2958","Eka dan Hujan (Eka and rain) by Mama Atha","This video monologue - Eka and Rain's work is inspired by the story of Eka, a trans woman who lived in Kampung Duri and who sang for a dozen years and who has now died. The rainy season and climate change were frightening specters for Eka, because they prevented her from working around the city.
Eka didn't have many options to access work, so to survive, Eka had to sing on the street from when she was a teenager until the end of her life. The mediocre income of buskers is exacerbated by climate change conditions, because if it rains Eka cannot sing. If the weather is hot, her body was prone to dehydration and illness.&quot;","Performance (Music, Dance, Drama, etc)","2021","This has contributed towards the development of a new creative community of practice addressing the challenges of gender injustice and climate change in Indonesia. This poem highlights a little heard climate change story, and has led to new connections and partnerships being created between the artist and GENERATE, and between artists and activists.",,"622b4ab743fad9.79681706","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=622b4ab743fad9.79681706&grantRef=MR%2FS015299%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/S015299/1","C07ABA12-38CD-4110-87F4-80C176EC5254","5807F429-7BF0-4E42-917E-D4ADF5399E7B","83D87776-5958-42AE-889D-B8AECF16B468","EECFB85C-8835-4446-A089-B5E71DA0F278"
