"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Technology","Software Open Sourced?","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"NERC","NE/L013118/1","Research Grant","Software and Technical Products","STFC - Laboratories","RAL Space","Latter","Barry","","Near Real-Time Processing chains for MetOp and MSG","A near real-time processing chain for the MetOp satellite has been designed and implemented on the JASMIN infrastructure at RAL. The system produces height-resolved ozone data from GOME-2A and -2B and also methane data from IASI. 
A near real-time processing chain is being implemented for particulates from MSG SEVIRI in geostationary orbit.","Software","","2016","ECMWF is evaluating the ozone data from MetOp-A for assimilation into the CAMS system. 
A pre-processor for temperature, humidity, ozone and surface emissivity from MetOp-A IASI, MHS and AMSU-B is being implemented on JASMIN. 
It is intended to adapt and transfer the MetOp system to process co-located Sentinel-5P and Suomi-NPP CrIS data. 
Additional target species could also potentially be added.
The processing chain for SEVIRI particulates is to be expanded to process data from HIMAWARI-8 over SE Asia.",,"56d83be793f720.20727501","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56d83be793f720.20727501&grantRef=NE%2FL013118%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L013118/1","1797799E-FF65-489E-8B3F-A901B6221085","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","A715CB4E-6888-4FE7-92F3-7C01A22A4C29","F2D8F99C-0D50-44E7-A418-BD6694CAF9B7"
"MRC","G1002296","Fellowship","Software and Technical Products","London Sch of Hygiene and Trop Medicine","Public Health and Policy","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","R package dlnm","The package contains functions and data examples for running distributed lag non-linear models. It is provided within the free software R and downloadable from internet through the R program.","Software","Yes","2009","The software implementation in a free program has boosted the use of DLNMs among researchers in different countries, primarily (but not only) for studies on temperature and air pollution. Also, the package, developed in parallel with the statistical framework, offer a vehicle to promote the methodology and its use among non-statisticians.","http://cran.r-project.org/web/packages/dlnm/index.html","545b8263860103.72391856","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545b8263860103.72391856&grantRef=G1002296","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G1002296","19481D24-1944-43B3-92A5-BB924C55F6E2","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"MRC","MR/R013349/1","Research Grant","Software and Technical Products","London Sch of Hygiene and Trop Medicine","Public Health and Policy","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","R package dlnm","The package contains functions and data examples for running distributed lag non-linear models. It is provided within the free software R and downloadable from internet through the R program.","Software","Yes","2009","The software implementation in a free program has boosted the use of DLNMs among researchers in different countries, primarily (but not only) for studies on temperature and air pollution. Also, the package, developed in parallel with the statistical framework, offer a vehicle to promote the methodology and its use among non-statisticians.","http://cran.r-project.org/web/packages/dlnm/index.html","545b8263860103.72391856","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545b8263860103.72391856&grantRef=MR%2FR013349%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/R013349/1","46C82906-2415-4B61-B477-07F57CD3A564","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"NERC","NE/M014533/1","Research Grant","Software and Technical Products","The Natural History Museum","Life Sciences","Purvis","Andy","http://orcid.org/0000-0002-8609-6204","rcornf/geb_text_class_2020: Code and data associated with Cornford et al., 2020","Fast, scalable, and automated identification of articles for biodiversity and macroecological datasets Cornford et al., 2020 This release contains the code and data required to reproduce the analyses of the above paper, in addition to demo code which facilitates the quick and easy fitting/application of text-classification models. Please see the README for further details.","Software","","2020",,"https://zenodo.org/record/4075143","F699DBC531","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=F699DBC531&grantRef=NE%2FM014533%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M014533/1","44F44590-5155-4A37-A1EE-4BE0365BBF4D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","B2F6103D-47D2-486A-8F7C-C62362BAACD9","5BAF1859-65B6-4BFB-92E4-37BE785BAAC4"
"EPSRC","EP/K012509/1","Research Grant","Software and Technical Products","University of Bristol","Computer Science","Preist","Chris","http://orcid.org/0000-0002-5094-5294","Frome Open Homes app release","Smart-phone, tablet and web-based app to widen participation released, based on learnings from Bristol Green Doors 2013 results.

App used at Frome Open Homes event allowed residents to visit open homes displaying energy efficient measures and sharing retrofit experiences. Residents scanned QR codes and received personalised reports based on their particular interests and visits undertaken. This facilitated community learning around energy efficiency. 

Additional features in this version included routes, a more intuitive interface, and a method of obtaining live reports about retrofitting measures.","Software","","2014","This version of the app was greatly improved from the first iteration, and the creation of live reports allowed users to get the information they requested in a more timely fashion.","https://greendoors.cs.bris.ac.uk/","r-1268862431.18798671e6fb56","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-1268862431.18798671e6fb56&grantRef=EP%2FK012509%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K012509/1","EA5912FC-3AB9-4300-8F7C-D8D07130F929","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","EB05C732-B103-4245-80D9-9322BFA2B492"
"EPSRC","EP/I016368/1","Research Grant","Software and Technical Products","Lancaster University","Mathematics and Statistics","Eckley","Idris","","changepoint package","This is an R package for changepoint analysis.
The package implements various mainstream and specialised changepoint methods for finding single and multiple changepoints within data. Many popular non-parametric and frequentist methods are included, and in particular implements the PELT algorithm described in Killick, R., Fearnhead, P., Eckley, I.A. (2012) Optimal detection of changepoints with a linear computational cost. Journal of the American Statistical Association 107(500) 1590-1598.","Software","Yes","2012","The software package has been used by researchers in several other disciplines (including environmental sciences, electrical engineering, linguistics) and several non-academic organizations (including Amazon, GSK, and the UK Office for National Statistics).
to derive insight and understanding.","http://cran.r-project.org/web/packages/changepoint/index.html","546222955c84a3.96010365","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=546222955c84a3.96010365&grantRef=EP%2FI016368%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I016368/1","A6E8426F-2B06-4546-8D3F-DCA829D593E0","798CB33D-C79E-4578-83F2-72606407192C","44160F04-5CBF-4E8E-A6C6-C0EF61A5865C","055FEA5A-8C75-4694-A69E-32A3A9C5142E"
"EPSRC","EP/K03748X/1","Research Grant","Software and Technical Products","University of York","Centre for Housing Policy","Tunstall","Rebecca","","Mobility Scooter Tracker","The device you see in front of you contains Arduino board with sensors connected monitor pollution, accelerometer, GPS and microphone. All the collected data is saved to an SD card located inside the box. The device is powered via USB power pack.","Detection Devices","","2014","The tracker allow us to see where scooter users are travelling but also what were the noise levels in the area, how polluted was the place and how rough the surface of the terrain was. All of the above will help us investigate what mobility issues there are and where are the obstacles in the area. This would allow analysis and advice on how can we improve the infrastructure.","https://www.york.ac.uk/yesi/projects/design-for-wellbeing/","56bdccbbe2fc54.23831772","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56bdccbbe2fc54.23831772&grantRef=EP%2FK03748X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K03748X/1","AB5BC6C7-57BD-46AF-AE97-41F848C95493","798CB33D-C79E-4578-83F2-72606407192C","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","D305DC62-93AA-4B25-B4D9-ECC4E9A43F48"
"MRC","MR/M022625/1","Research Grant","Software and Technical Products","London Sch of Hygiene and Trop Medicine","Epidemiology and Population Health","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","R package dlnm","The package contains functions and data examples for running distributed lag non-linear models. It is provided within the free software R and downloadable from internet through the R program.","Software","Yes","2009","The software implementation in a free program has boosted the use of DLNMs among researchers in different countries, primarily (but not only) for studies on temperature and air pollution. Also, the package, developed in parallel with the statistical framework, offer a vehicle to promote the methodology and its use among non-statisticians.","http://cran.r-project.org/web/packages/dlnm/index.html","545b8263860103.72391856","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545b8263860103.72391856&grantRef=MR%2FM022625%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/M022625/1","ECAF7B99-E79A-4F90-A0ED-83B07DB80997","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"NERC","NE/R009384/1","Research Grant","Software and Technical Products","London Sch of Hygiene and Trop Medicine","Public Health and Policy","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","R package dlnm","The package contains functions and data examples for running distributed lag non-linear models. It is provided within the free software R and downloadable from internet through the R program.","Software","Yes","2009","The software implementation in a free program has boosted the use of DLNMs among researchers in different countries, primarily (but not only) for studies on temperature and air pollution. Also, the package, developed in parallel with the statistical framework, offer a vehicle to promote the methodology and its use among non-statisticians.","http://cran.r-project.org/web/packages/dlnm/index.html","545b8263860103.72391856","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545b8263860103.72391856&grantRef=NE%2FR009384%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R009384/1","13FF3F63-06D2-4E5E-A245-70BF289F4D95","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"NERC","NE/R012865/1","Research Grant","Software and Technical Products","National Oceanography Centre","Science and Technology","Aksenov","Yevgeny","","Combined sea ice rheology code","Fortran90 model code to account for the impacts of sea ice fragmentation by waves on sea ice rheology and dynamics. The model has been developed at the National Oceanography Centre by Drs Stefanie Rynders and Yevgeny Aksenov and has been included in the coupled and forced ocean-sea ice-waves NEMO(v3.6/v4.0+)-CICE5-ECMWF-WAM/WW3 configurations.","Software","Yes","2019","It is made freely available through the UK NERC/UKMO Joint Sea Ice Modelling Programme and is widely used by the UK research community.","https://doi.org/10.1007/978-3-030-80439-8_13","622dc7ad6e1a20.42476522","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=622dc7ad6e1a20.42476522&grantRef=NE%2FR012865%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R012865/1","F7C66669-8E34-410D-A443-76E0E92E7CB1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4DB630C7-7E13-4610-A1C3-29601903CEE3","2B3C7059-1F9C-43CC-B754-4E0F6F1DB19F"
"NERC","NE/H003231/1","Research Grant","Software and Technical Products","King's College London","Geography","Grimmond","Christine","http://orcid.org/0000-0002-3166-9415","LUCY: Large scale Urban Consumption of Energy","Model and datasets to document changes in global anthropogenic heat flux (QF) for spatial (30'' &times; 30'' to 0.5&deg; &times; 0.5&deg;) resolution and temporal coverage (historical, current and future).

See further details in the Lindberg et al. publications linked from this record.","Software","Yes","2018",,"http://researchdata.reading.ac.uk/id/eprint/149","BAC5625517","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=BAC5625517&grantRef=NE%2FH003231%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H003231/1","E94BCA73-BD68-48BA-8FA8-727FFBC1333D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","318B5D98-4CB4-4B10-A876-08FC93071A56","7FECBF09-5086-4C84-86DD-67F2BB429C43"
"ESRC","ES/S007024/1","Research Grant","Software and Technical Products","University of Surrey","Sociology","Gilbert","Nigel","http://orcid.org/0000-0002-5937-2410","Participatory System Mapper (Gilbert)","The Participatory System Mapper (PRSM) is an app that makes it easy for a group of people working together to draw networks (or 'maps') of systems.

It runs in a web browser on a desktop PC or a tablet.

The network or map can be anything that has items (or 'factors' or 'nodes') connected by links (or 'edges').

Here are some examples:

 People (the nodes) connected by knowing each other
 Factors or variables causing (the links) changes in other factors
Switches connected by wires
Computers connected by network links
 Theories expressed as variables and relationships between them
 Company boards of directors (the nodes) and the directors that sit on more than one board (the links)
 Twitter hashtags (the nodes) included together on posts (the links)
 Scientists (the nodes) co-authoring papers (the links)
and so on.
PRSM enables groups of people, each using their own computer (or tablet) to collaborate in the drawing of a map. They may be sitting around a table, discussing the map as it is created face to face, or working remotely, using video conferencing or the chat feature that is built into the app. Everyone can participate because every edit (creating nodes and links, arranging them and so on) is broadcast to all the other participants as the changes are made (just as Google Docs does for text, for example).

When you start PRSM in your browser, a 'room' is created for you in which to draw your network. You can add other users to this room to share the work. Only those with access to the room can see what is being created.","Webtool/Application","Yes","2020","The app has been used in CECAN's work with the Health and Safety Executive and in the NERC project Systemic environmental risk analysis for threats to UK recovery from COVID-19 that Prof Gilbert is associated with.","https://cress.soc.surrey.ac.uk/prsm/","6049e2078e1b48.44270703","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=6049e2078e1b48.44270703&grantRef=ES%2FS007024%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S007024/1","06DFD00E-A4FD-4E19-AE6D-91AD7C83BF61","924BE15C-91F2-4AAD-941A-3F338324B6AE","67B34D05-3A52-4A09-8FF9-F2398D60E246","9E2D8A0A-8687-4F67-AC1F-1EAFB21B62E1"
"EPSRC","EP/N016386/1","Research Grant","Software and Technical Products","University of Bath","Mechanical Engineering","Ciampa","Francesco","http://orcid.org/0000-0003-3846-8891","Nonlinear ultrasonic stimulated thermography","Nonlinear ultrasonic stimulated thermography is a new material inspection technique that is capable of detecting and imaging corrosion micro-cracks in steel nuclear waste storage canisters and impact flaws in aerospace composite components. It is obtained as a combination of nonlinear ultrasonic techniques and thermography. Whilst nonlinear ultrasonic methods provide a first screening of damage by measuring the material nonlinear response, thermography is used to reveal its location and severity.","New/Improved Technique/Technology","","2017","The successful implementation of Nonlinear ultrasonic stimulated thermography as a novel non-destructive evaluation (NDE) inspection system ensures significant reduction in maintenance time and costs as well as the increase of safety due to the high sensitivity and reliability in detecting material defects for aeronautic, nuclear and high value manufacturing industries.",,"5aa2cd6bac2501.83655762","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5aa2cd6bac2501.83655762&grantRef=EP%2FN016386%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N016386/1","21A4B507-5892-479A-B7EF-401343A7DB7E","798CB33D-C79E-4578-83F2-72606407192C","EAAD4D43-BD15-432B-9385-2DBD0C65958D","F995953D-CA14-44AA-AD33-68151D74645E"
"MRC","MR/K023187/1","Research Grant","Software and Technical Products","University of Cambridge","MRC Epidemiology Unit","Wareham","Nicholas","","National Propensity to Cycle Tool (NPCT)","The NPCT is a tool for transport planner and decision makers to help inform investment in cycling infrastructure. It is funded by the DfT and supported by both an ESRC and EPSRC Impact Acceleration Award. 
It has been user tested with authorities as diverse as Greater Manchester and Tunbridge Wells.
The code is available open source https://github.com/npct/ 
This supports this as a generalisable approach.","Webtool/Application","","2016","The PCT has already received considerable interest from transport planners in many local authorities and combined authorities. 
Illustrative quotes on the tool include:

'This is a useful tool to help identify potential cycle routes for future (predicted) trips' Chris Hughes, Capita North Tyneside

 'As a densely populated, heavily congested city with considerable topographical challenges, outputs around e-bikes are very exciting in demonstrating the level of impact that policy change would have on cycle levels in Bath.' (Jessica Fox-Taylor, Bath and North East Somerset'

'We can use this to support the business case for cycle network improvements', Richard Smith, Cov City Council

 'The tool can be used to encourage the Local Enterprise Partnership to focus on cycling and walking capital schemes for investment and to provide evidence to members/public and funders on potential impacts.' Bethan Edwards, Cheshire West and Cheshire Council.

The PCT has been achieved runner up status in the cycle planning awards 2015 and 2016,","http://www.pct.bike","56d08ff4bafb64.41198755","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56d08ff4bafb64.41198755&grantRef=MR%2FK023187%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/K023187/1","C758BDA8-0F27-4BEE-A6E1-38FD2F77EF8C","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","161DE809-8AE4-4978-9F68-F106C8C63ED0"
"EPSRC","EP/M022544/2","Research Grant","Software and Technical Products","University College London","Chemistry","Worth","Graham","http://orcid.org/0000-0002-2044-4499","Trove","Computation of rovibronic spectra of polyatomic molecules by variational solution of the Schrodinger equation. TROVE uses a numerically generated Hamiltonian.","Software","","2017","Workhorse for polyatomics in ExoMo l project. Used for very important (and widely used) methane line lists. Also: SO3, PH3, H2CO, H2O2, C2H4, CH3Cl. These linelists are huge: between 10 billion and 160 billion lines. Code also being used (both in UK and Germany) to the effects of possible variation in proton/electron mass variation and laser control of molecule orientation. Used as the basis of an industrial collaboration with Servomex Ltd on spectra of hot NH3 and AsH3.",,"5aa27e69c00361.62265191","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5aa27e69c00361.62265191&grantRef=EP%2FM022544%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M022544/2","FA5D6BAE-2AC8-4CF3-928B-2E1D870CD8A7","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","99B438C1-CEF0-4B9B-B65C-A1D3924B5CDA"
"BBSRC","BB/N015371/1","Research Grant","Software and Technical Products","Falmouth University","Sch of Architecture, Design & Interiors","Benjamin","Yorick","","Sea Based Container Culture (SBCC) product","The SBCC is the worlds first patented lobster aquaculture rearing product. The team at Falmouth developed the initial IP in Lobster grower 1 and field trialed and refined the product solution in Lobster Grower 2.
This resulted in circa 45000 lobsters deployed at sea as part of the research phase of this project.
The new innovation has proven to be fit for purpose and a viable commercial outcome.","New/Improved Technique/Technology","","2019","Successful deployment and rearing of juvenile lobsters over a 2 year sea based research trial. The product helped achieve improvements in both growth rates and second stage survival of lobsters in comparison to the existing product, (an oyster growing system used as a reference trial).","http://www.lobstergrower.co.uk/","5c8900287ff458.96943917","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5c8900287ff458.96943917&grantRef=BB%2FN015371%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N015371/1","C9DA266E-D9C5-4B6F-90D1-60377AEBE5A4","2512EF1C-401B-4222-9869-A770D4C5FAC7","E84FC550-A4CC-4B98-A6F9-D15A33829D83","E4779620-8B1A-4000-B101-ED3B86C1369C"
"NERC","NE/R000085/2","Research Grant","Software and Technical Products","National Oceanography Centre (WEF011019)","Science and Technology","Aksenov","Yevgeny","","Combined sea ice rheology code","Fortran90 model code to account for the impacts of sea ice fragmentation by waves on sea ice rheology and dynamics. The model has been developed at the National Oceanography Centre by Drs Stefanie Rynders and Yevgeny Aksenov and has been included in the coupled and forced ocean-sea ice-waves NEMO(v3.6/v4.0+)-CICE5-ECMWF-WAM/WW3 configurations.","Software","Yes","2019","It is made freely available through the UK NERC/UKMO Joint Sea Ice Modelling Programme and is widely used by the UK research community.","https://doi.org/10.1007/978-3-030-80439-8_13","622dc7ad6e1a20.42476522","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=622dc7ad6e1a20.42476522&grantRef=NE%2FR000085%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R000085/2","C26FD965-9D23-41FD-8D8A-20FAFB13B403","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","333FAC7F-030F-4A9C-87FD-78DB66107E58","2B3C7059-1F9C-43CC-B754-4E0F6F1DB19F"
"NERC","NE/T000260/1","Research Grant","Software and Technical Products","National Oceanography Centre (WEF011019)","Science and Technology","Aksenov","Yevgeny","","Combined sea ice rheology code","Fortran90 model code to account for the impacts of sea ice fragmentation by waves on sea ice rheology and dynamics. The model has been developed at the National Oceanography Centre by Drs Stefanie Rynders and Yevgeny Aksenov and has been included in the coupled and forced ocean-sea ice-waves NEMO(v3.6/v4.0+)-CICE5-ECMWF-WAM/WW3 configurations.","Software","Yes","2019","It is made freely available through the UK NERC/UKMO Joint Sea Ice Modelling Programme and is widely used by the UK research community.","https://doi.org/10.1007/978-3-030-80439-8_13","622dc7ad6e1a20.42476522","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=622dc7ad6e1a20.42476522&grantRef=NE%2FT000260%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T000260/1","85BCF8D6-193D-4267-8243-AEF5F672E9B7","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","333FAC7F-030F-4A9C-87FD-78DB66107E58","2B3C7059-1F9C-43CC-B754-4E0F6F1DB19F"
"NERC","NE/S003231/1","Research Grant","Software and Technical Products","Edge Hill University","Geography and Geology","Moses","Cherith","","Future climate projection","We have used the latest IPCC global model output at the time of our project and downscaled the model output to a very high spatial resolution of 3-km by 3-km so that the future flood risk assessments can be carried out.","New/Improved Technique/Technology","Yes","2020","Improved modelling of future rainfall under different climate scenarios at very high spatial resolution (3 x 3 km grid) to inform flood modelling.",,"603e2c88f03a58.10738471","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=603e2c88f03a58.10738471&grantRef=NE%2FS003231%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S003231/1","EEC90136-8F26-4355-A218-03F455CB9D36","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A64B819-B206-475E-9BCA-03F8C702E939","9708204B-EBD5-4FE2-A546-EA7C446B6152"
"NERC","NE/M014533/1","Research Grant","Software and Technical Products","The Natural History Museum","Life Sciences","Purvis","Andy","http://orcid.org/0000-0002-8609-6204","rcornf/geb_text_class_2020: Code and data associated with Cornford et al., 2020","Fast, scalable, and automated identification of articles for biodiversity and macroecological datasets Cornford et al., 2020 This release contains the code and data required to reproduce the analyses of the above paper, in addition to demo code which facilitates the quick and easy fitting/application of text-classification models. Please see the README for further details.","Software","","2020",,"https://zenodo.org/record/4075142","E5C1403C64","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=E5C1403C64&grantRef=NE%2FM014533%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M014533/1","44F44590-5155-4A37-A1EE-4BE0365BBF4D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","B2F6103D-47D2-486A-8F7C-C62362BAACD9","5BAF1859-65B6-4BFB-92E4-37BE785BAAC4"
"STFC","ST/S001689/1","Research Grant","Software and Technical Products","Techniquest","CEO","James","Clare","","Mysterious Moon - new planetarium show","Techniquest has developed a new planetarium show is fully scripted, and has recorded audio / video content. The show is between 20-25 minutes in length and has been developed with a view of showing the history of lunar exploration, launching in line with the 50th anniversary of the original moon landing in 2019. The show has been developed with input from a variety of audiences, and launched in the summer of 2019 at Techniquest.","Software","","2019","The show has led to additional development projects for Techniquest's planetarium. There was a renewed interest in experimenting with new shows for the public and schools and the project offered the opportunity for new team members to contribute to development, which we were able to put to use on other shows.",,"5c88f00b844df8.67603674","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5c88f00b844df8.67603674&grantRef=ST%2FS001689%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/S001689/1","0D560C23-E97C-43BD-A026-E8A8462C4471","D7F4F462-0518-4784-908A-D12633C139B3","BDDC6B1D-9285-4AA3-8961-66A52ADC6CD4","E2C060E0-EE94-49B8-9399-31ABF4BC1F09"
"EPSRC","EP/M507210/1","Research Grant","Software and Technical Products","De Montfort University","Institute of Energy and Sustainable Dev","Boait","Peter","","Model of community club including business model and configurable household membership","The software is built using the CASCADE agent based modelling framework and provides a configurable way to model community energy clubs operating the CEGADS business model. the model was used primarily to take results from the CEGADS trial and explore how they might generalise to other communities with different participation rates, demographics and renewable generation ownership.","Software","Yes","2016","Model outputs have been demonstrated to notable industry players including National Grid, Western Power Distribution and others including leading academics in the field at the Thames Valley Vision conference in Reading in March 2017. They were received favourably and generated interest in the business model, technology and algorithms brought together, implemented and trialled in the CEGADS project.",,"58caf81fda5e61.65313582","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=58caf81fda5e61.65313582&grantRef=EP%2FM507210%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M507210/1","6560B767-2EDF-40F3-A124-434B6E4E718B","798CB33D-C79E-4578-83F2-72606407192C","DF259B19-FD17-4588-BFEF-AD08F1193451","CEBB09C5-E536-495D-8E7D-2DEE915D1A91"
