"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","MR/R013349/1","Research Grant","Intellectual Property","London Sch of Hygiene and Trop Medicine","Public Health and Policy","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","R package dlnm","The package contains functions and data examples for running distributed lag non-linear models. The software is freely downloadable by everybody, and it is licensed under the GNU General Public License, meaning that, under appropriate reference and the assurance that novel material is provided under the same licence terms, it can be modified and extended by other researchers.","Copyrighted (e.g. software)",,"2009","Yes","The software implementation in a free program has boosted the use of DLNMs among researchers in different countries, primarily (but not only) for studies on temperature and air pollution.
Also, the package, developed in parallel with the statistical framework, offer a vehicle to promote the methodology and its use among non-statisticians.",,"ZHqjh8jnPUs","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=ZHqjh8jnPUs&grantRef=MR%2FR013349%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/R013349/1","46C82906-2415-4B61-B477-07F57CD3A564","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"NERC","NE/M007154/1","Research Grant","Intellectual Property","Cranfield University","Sch of Energy, Environment and Agrifood","Waine","Toby","http://orcid.org/0000-0002-4954-3618","Source code for WheaTrac","Cranfield University have contributed to the development of WheaTrac&reg; a new wheat intelligence product the purpose of which is to use measurable environmental factors, news, market intelligence, weather, climate, satellite and social media input to provide an insight product for those trading wheat futures and planning wheat supply chain volumes.","Copyrighted (e.g. software)",,"2016","Commercial In Confidence","None at present",,"58c18bc95d22f5.86149890","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=58c18bc95d22f5.86149890&grantRef=NE%2FM007154%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M007154/1","DA1AE6FD-586E-4256-8054-C4CB517E3EF9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F45A4578-F962-4EFA-9CC1-9F2FF4F760AE","E6C46D98-B561-475A-9981-FD58DE4D6B99"
"MRC","G0601483","Research Grant","Intellectual Property","King's College London","Inst of Psychiatry School Offices","Moffitt","Terrie","","METHOD FOR ASSESSING BEHAVIORAL PREDISPOSITION","The present invention relates to diagnostic methods for assessing predisposition of a subject to a mental disorder phenotype having an association with an at-risk allele of a brain-&shy;functional gene having a plurality of alleles, the association being conditioned by a pathogenic environmental risk factor status condition. Additionally, the invention relates to methods for discovering a conditional association between a mental disorder phenotype and an at-risk allele of a brain- functional gene having a plurality of alleles, the association being conditioned by a pathogenic environmental risk factor status condition.","Patent granted","WO2005006971","2005","Yes","none",,"1602A4EEF55","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=1602A4EEF55&grantRef=G0601483","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0601483","15B39403-25BE-4D68-AE6E-A4F58F7CE728","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","69CEC3C8-0F37-472D-833A-A435BC2878D6"
"EPSRC","EP/E039995/1","Research Grant","Intellectual Property","University of Leeds","Energy Resources Research Unit","Jones","Jenny","http://orcid.org/0000-0001-8687-9869","Advanced novel fuel characterisation","Novel analytical methods have been developed and demonstrated and the Consortium now has world-leading facilities and expertise in the analytical characterisation and testing of biomass.","Protection not required",,"","No","Improvement in Research Infrastructure: The novel analytical techniques can be applied to all types of biomass and waste and enable rapid screening of new fuels in order to make recommendations about how best to use them. This has enabled large data sets to be generated which allows interrogation of statistical variation of fuels. It has led to follow on funding and interest in expansion of data sets to lower grade fuels.",,"56d58a033a0ee1.66324330","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56d58a033a0ee1.66324330&grantRef=EP%2FE039995%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E039995/1","C9EA65A6-B7D0-436D-BF88-67315792AFAE","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","EA45E499-1319-4E93-A5AF-EA3951A29EBD"
"BBSRC","BBS/E/W/10964A01B","Intramural","Intellectual Property","Aberystwyth University","IBERS","Kingston-Smith","Alison","http://orcid.org/0000-0002-8158-8752","NEW BIS ESTERS OF IVY SAPOGENINS FOR RUMINANTS","The present invention relates to synthetic bis esters of hederagenin, and their use in ruminants to improve ruminant growth performance, reduce rumen methane emission, reduce urine ammonia excretion, and/or to reduce rumen acetate to propionate ratio. Moreover, it also relates to a feed composition for ruminants comprising bis esters of hederagenin, and to novel bis esters of hederagenin.","Patent application published","WO2016193309","2016","Yes","Licensed to DSM. Application relevant to agricultural industry.",,"58c91f68bdf986.68540379","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=58c91f68bdf986.68540379&grantRef=BBS%2FE%2FW%2F10964A01B","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/W/10964A01B","4BF6C0A3-B579-4C28-85F7-0FF2213D3BCC","2512EF1C-401B-4222-9869-A770D4C5FAC7","E4757A6E-7326-472B-9979-B47D77A65446","4F752D7A-C15D-4AEC-9ACF-6CE47DAB11AC"
"BBSRC","BB/N012429/1","Research Grant","Intellectual Property","University of South Wales","Faculty of Computing, Eng. and Science","Esteves","Sandra","","MICROBIAL PROCESSING OF GASES","The present invention relates to methods and apparatus for microbial conversion of carbon dioxide, carbon monoxide and hydrogen to methane, and to the microbial populations, and the media comprising the microbial populations, that may be used in such methods and apparatus.","Patent application published","WO2016108048","2016","No","IP is currently being extended and a spin out company is currently being considered as a vehicle for commercialisation.",,"5c86f8fca17fe4.54563295","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5c86f8fca17fe4.54563295&grantRef=BB%2FN012429%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N012429/1","CD941B60-08A1-45F0-B250-43CF7B52BF4B","2512EF1C-401B-4222-9869-A770D4C5FAC7","433B3EF1-6D06-4AE9-9ACE-3F53F971D1B4","E249FD7D-5A91-40FC-8FF9-D126C698B5D5"
"EPSRC","EP/N011511/1","Research Grant","Intellectual Property","University of Sheffield","Molecular Biology and Biotechnology","Green","J","","FLUIDIC OSCILATORS","A new fluidic oscillator is described comprising at least one inlet port (57) in communication with at least two outlets (61) via a nozzle region A and two outlet conduits (58, 62), the two outlet conduits being separated from each other by a splitter region and each outlet conduit comprising a resonance chamber (60) in fluid communication with the conduit. The resonance chambers are key in controlling the oscillation of the device and the fluidic oscillator is operated through a new acoustic switching mode.","Patent application published","WO2020208250","2020","Commercial In Confidence","This new oscillator has been demonstrated to achieve very rapid removal of ammonia from wastewaters and digester centrates, with tuneable liquid volumes, via microbubble distillation. A waste management company has supported pilot scale trials for landfill leachate remediation with this oscillator making the liquid treatment volumes readily engineered via conventional size plumbing.",,"60368e2b223701.31399018","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=60368e2b223701.31399018&grantRef=EP%2FN011511%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N011511/1","8D84277D-AABC-4867-950F-33E7F9B5DD43","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","D4477112-33E6-446B-AA74-11632E26D1DD"
"EPSRC","EP/P030238/1","Research Grant","Intellectual Property","University of Sheffield","Chemical & Biological Engineering","Zimmerman","William","http://orcid.org/0000-0001-7123-737X","FLUIDIC OSCILATORS","A new fluidic oscillator is described comprising at least one inlet port (57) in communication with at least two outlets (61) via a nozzle region A and two outlet conduits (58, 62), the two outlet conduits being separated from each other by a splitter region and each outlet conduit comprising a resonance chamber (60) in fluid communication with the conduit. The resonance chambers are key in controlling the oscillation of the device and the fluidic oscillator is operated through a new acoustic switching mode.","Patent application published","WO2020208250","2020","Commercial In Confidence","This new oscillator has been demonstrated to achieve very rapid removal of ammonia from wastewaters and digester centrates, with tuneable liquid volumes, via microbubble distillation. A waste management company has supported pilot scale trials for landfill leachate remediation with this oscillator making the liquid treatment volumes readily engineered via conventional size plumbing.",,"60368e2b223701.31399018","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=60368e2b223701.31399018&grantRef=EP%2FP030238%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P030238/1","862E2544-1CD3-400B-A495-2E5E3F07251F","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","722BE89F-BB35-4F17-9BE0-19D10F2BE1E8"
"EPSRC","EP/I019790/1","Research Grant","Intellectual Property","University of Sheffield","Chemical & Biological Engineering","Zimmerman","William","http://orcid.org/0000-0001-7123-737X","FLUIDIC OSCILATORS","A new fluidic oscillator is described comprising at least one inlet port (57) in communication with at least two outlets (61) via a nozzle region A and two outlet conduits (58, 62), the two outlet conduits being separated from each other by a splitter region and each outlet conduit comprising a resonance chamber (60) in fluid communication with the conduit. The resonance chambers are key in controlling the oscillation of the device and the fluidic oscillator is operated through a new acoustic switching mode.","Patent application published","WO2020208250","2020","Commercial In Confidence","This new oscillator has been demonstrated to achieve very rapid removal of ammonia from wastewaters and digester centrates, with tuneable liquid volumes, via microbubble distillation. A waste management company has supported pilot scale trials for landfill leachate remediation with this oscillator making the liquid treatment volumes readily engineered via conventional size plumbing.",,"60368e2b223701.31399018","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=60368e2b223701.31399018&grantRef=EP%2FI019790%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I019790/1","7ABF7B30-71E1-4C4E-BC07-8C45911DBA22","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","722BE89F-BB35-4F17-9BE0-19D10F2BE1E8"
"MRC","MC_PC_17157","Intramural","Intellectual Property","Durham University",,"Warwick","Claire","http://orcid.org/0000-0002-3608-8265","Votucalis: Neuropathic pain","Methods of treating neuropathic pain are provided. In particular, the invention provides a method for treating neuropathic pain related mechanical hypersensitivity (allodynia and hyperalgesia) and peripheral neuropathic pain (Renewed in 2020 for US coverage) and Press release Feb 1st 2021 for Investment for clinical development.","Patent granted","WO EP GB WO2019110825A1","2019","No","https://www.globenewswire.com/news-release/2021/02/01/2167440/0/en/Akari-Therapeutics-Adds-Histamine-Inhibitor-Votucalis-to-Pipeline-to-treat-Neuropathic-Pain-and-Dermatological-Disease.html

Akari Therapeutics Adds Histamine Inhibitor Votucalis to Pipeline to treat Neuropathic Pain and Dermatological Disease
CNS-sparing histamine-inhibitor based approach for Neuropathic pain
Invention registered in US 2020",,"602efdf25d2747.99837494","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=602efdf25d2747.99837494&grantRef=MC_PC_17157","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MC_PC_17157","0997DB9C-DB72-48A3-AA09-AA2A3933D7A3","C008C651-F5B0-4859-A334-5F574AB6B57C","46B41008-0EB4-4E28-BBFB-E98366999EC5","0C66E7D4-C63D-4BC7-83C6-E53D216DD5A8"
"MRC","G1002296","Fellowship","Intellectual Property","London Sch of Hygiene and Trop Medicine","Public Health and Policy","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","R package dlnm","The package contains functions and data examples for running distributed lag non-linear models. The software is freely downloadable by everybody, and it is licensed under the GNU General Public License, meaning that, under appropriate reference and the assurance that novel material is provided under the same licence terms, it can be modified and extended by other researchers.","Copyrighted (e.g. software)",,"2009","Yes","The software implementation in a free program has boosted the use of DLNMs among researchers in different countries, primarily (but not only) for studies on temperature and air pollution.
Also, the package, developed in parallel with the statistical framework, offer a vehicle to promote the methodology and its use among non-statisticians.",,"ZHqjh8jnPUs","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=ZHqjh8jnPUs&grantRef=G1002296","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G1002296","19481D24-1944-43B3-92A5-BB924C55F6E2","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"MRC","G0601483","Research Grant","Intellectual Property","King's College London","Inst of Psychiatry School Offices","Moffitt","Terrie","","Method for assessing behavioral predisposition","The present invention relates to diagnostic methods for assessing predisposition of a subject to a mental disorder phenotype having an association with an at-risk allele of a brain-functional gene having a plurality of alleles, the association being conditioned by a pathogenic environmental risk factor status condition. Additionally, the invention relates to methods for discovering a conditional association between a mental disorder phenotype and an at-risk allele of a brain-functional gene having a plurality of alleles, the association being conditioned by a pathogenic environmental risk factor status condition.","Patent granted","US2005037405","2005","No","none",,"eZURqyGBAyT","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=eZURqyGBAyT&grantRef=G0601483","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0601483","15B39403-25BE-4D68-AE6E-A4F58F7CE728","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","69CEC3C8-0F37-472D-833A-A435BC2878D6"
"EPSRC","EP/P03070X/1","Research Grant","Intellectual Property","Coventry University","Ins for Future Transport & Cities","Graves","John","http://orcid.org/0000-0002-2244-7802","Methods of manufacturing hydrogen","A method of manufacturing hydrogen comprises the steps of: (a) converting urea from the excreta of livestock into ammonia; and/or providing human sewage and/or food waste containing ammonia; and/or converting urea from human sewage and/or food waste into ammonia; (b) stripping ammonia from the livestock excreta, human sewage and/or food waste; and (c) converting the ammonia to hydrogen via electrolysis. Preferably, the livestock is pigs. A ureolytic enzyme, such as urease 12, may be used to convert urea to ammonia. The human sewage and/or food waste can comprise ammonia in the form of ammonium ions in solution. The ammonia may be stripped in step (b) using a desorption process. The electrolysis may comprise electrooxidation of ammonia coupled with electrolysis of water. The electrolysis may be performed in an electrolyser 24 comprising a metal oxide film anode and a steel-based or nickel-based cathode. The electrolyser can be connected to a micro fuel cell 30, wherein the fuel cell may be capable of converting hydrogen produced in the electrolyser into electricity 32 and heat 34.","Patent application published","GB2571413","2019","No","Other patents applied for.",,"5e6a21cf98aa92.22934489","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5e6a21cf98aa92.22934489&grantRef=EP%2FP03070X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P03070X/1","D4959A37-8C39-4F5A-ABD4-6C213087071D","798CB33D-C79E-4578-83F2-72606407192C","D60C85C3-0343-430E-81C7-B04058A4B1DF","8DDAAA10-5FB7-4778-A76D-23DDF8ED51BD"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","SCAFFOLD PROTEINS DERIVED FROM PLANT CYSTATINS","The present invention relates to scaffold proteins derived from plant cystatins and to nucleic acids encoding them. The scaffolds are highly stable and have the ability to display peptides. The scaffolds are particularly well suited for constructing libraries, e.g. in phage display or related systems. The invention also related to various uses of the scaffolds, including in therapy, diagnosis, environmental and security monitoring, synthetic biology and research, and to cells and cell cultures expressing the scaffold proteins.","Patent application published","WO2014125290","2014","Yes","This IP was exclusively licensed to Avacta Life Sciences Ltd in the field of life sciences research reagents and diagnostics. Avacta pay royalties based on the University providing a screening service to Avacta and also for catalogue sales.",,"546499d5ee6de7.68731535","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=546499d5ee6de7.68731535&grantRef=EP%2FI019103%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/H027653/1","Research Grant","Intellectual Property","London South Bank University","Fac of Eng Science & Built Env","Saha","Basudeb","","PROCESS","The present invention provides a continuous process for the epoxidation of an olefinic compound with an oxidant, which process comprises reaction of an olefinic compound with an oxidant in the presence of a catalyst in an apparatus that comprises a reactive distillation column, which column comprises (i) a reactive section, which comprises the catalyst (ii) a rectifying section situated above the reactive section and adapted to allow separation of reagents and/or by-products from products (ix) a stripping section situated below the reactive section and adapted to allow separation of product from reagents and/or by-products (x) a vessel situated below the stripping section and adapted to provide a source of heat for the column and in which initial vaporisation of one or more of the reagents can occur, wherein the temperature in the reactive section (i) is a temperature at which the reaction between the olefinic compound and the oxidant takes place and the temperature in the stripping section (iii) is higher than the temperature in the rectifying section (ii).","Patent granted","US2012136165","2012","No","The smaller integrated plant design leads to lower capital cost of new plant, and very importantly to lower recurrent costs in terms of energy and materials (water, steam, solvent etc.) costs. Overall therefore this new process provides many advantages to potential users: feedstock flexibility, atom efficiency, flexibility of scale of production, energy efficiency, reduced unit costs and improved profitability. Importantly as well, the new process makes a big impact on the environmental acceptab",,"5463b728192701.75196497","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5463b728192701.75196497&grantRef=EP%2FH027653%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/H027653/1","9274F5A0-9016-4489-9AC6-1257502D2568","798CB33D-C79E-4578-83F2-72606407192C","FBA10D69-BE5C-42A8-9DCF-4214809173FB","32CE93E1-0371-460F-A5E6-B3F387C0A1C6"
"EPSRC","EP/C530950/1","Research Grant","Intellectual Property","Loughborough University","Chemical Engineering","Saha","Basudeb","","PROCESS","The present invention provides a continuous process for the epoxidation of an olefinic compound with an oxidant, which process comprises reaction of an olefinic compound with an oxidant in the presence of a catalyst in an apparatus that comprises a reactive distillation column, which column comprises (i) a reactive section, which comprises the catalyst (ii) a rectifying section situated above the reactive section and adapted to allow separation of reagents and/or by-products from products (ix) a stripping section situated below the reactive section and adapted to allow separation of product from reagents and/or by-products (x) a vessel situated below the stripping section and adapted to provide a source of heat for the column and in which initial vaporisation of one or more of the reagents can occur, wherein the temperature in the reactive section (i) is a temperature at which the reaction between the olefinic compound and the oxidant takes place and the temperature in the stripping section (iii) is higher than the temperature in the rectifying section (ii).","Patent application published","WO2011012869","2011","No","The smaller integrated plant design leads to lower capital cost of new plant, and very importantly to lower recurrent costs in terms of energy and materials (water, steam, solvent etc.) costs. Overall therefore this new process provides many advantages to potential users: feedstock flexibility, atom efficiency, flexibility of scale of production, energy efficiency, reduced unit costs and improved profitability. Importantly as well, the new process makes a big impact on the environmental acceptab",,"5463b4dbf326e2.72602635","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5463b4dbf326e2.72602635&grantRef=EP%2FC530950%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/C530950/1","D0D85868-4DE0-4555-8177-5BFFF3884A4F","798CB33D-C79E-4578-83F2-72606407192C","CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF","32CE93E1-0371-460F-A5E6-B3F387C0A1C6"
"MRC","MR/K002449/2","Research Grant","Intellectual Property","Imperial College London","Dept of Medicine","Custovic","Adnan","http://orcid.org/0000-0001-5218-7071","STELAR Asthma eLab","We created a secure web-based research environment (Asthma e-Lab; www.asthmaelab.org) to support consistent recording, description and sharing of data, computational statistical methods and emerging findings across the cohorts. The Asthma e-Lab serves as a data repository populated with a unified dataset from our well-defined birth cohorts; in addition, it provides the computational resources and a scientific social network to support timely, collaborative research across the consortium. The activities of data managers and investigators from the five STELAR sites are visible to one another, supporting team coordination and peer support, whilst creating a record of activity to ensure transparency. Researchers inputting the data can see how the data are being used in the analyses, and receive on-line training via the e-Lab, thereby harmonising the relevant knowledge, skills and practices needed to create a consistent STELAR dataset. Emerging findings are shared with all sites via the e-Lab, linked to explanations of analytical methods that might not be familiar to all participants, thereby creating a scientific social network enriching the on-going modelling and interpretation.","Protection not required",,"2016","Yes","We have created conditions that will facilitate data sharing with the consortium of 12 US-based birth cohorts (CREW). NIH has just announced that CREW were awarded funding through the Environmental influences on Child Health Outcomes (ECHO) programme, and CREW will utilise our UK STELAR knowledge management platform (eLab). This will provide a worldwide platform to help solve the global problem of asthma. Our flexible platform will be able to accommodate other cohorts and disease outcomes in future.",,"58bd64c9f1e8d4.57007079","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=58bd64c9f1e8d4.57007079&grantRef=MR%2FK002449%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/K002449/2","8BE19DA4-E421-46AB-8646-FA7665AB0EC5","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","A191A3B7-22B5-4036-8F3F-ED5D3BD895F4"
"EPSRC","EP/H027653/1","Research Grant","Intellectual Property","London South Bank University","Fac of Eng Science & Built Env","Saha","Basudeb","","A continuous process for the liquid phase ppoxidation of an olefinic compound with an oxidant","The patent concerns an innovative continuous clean olefins epoxidation process for the production of commercially important epoxides using polymer supported Mo(VI) catalysts. The work included both fundamental studies of the synthesis and characterisation of novel polymer-supported Mo(VI) complexes and engineering development of the reactive distillation column (RDC) for olefins epoxidation. A highly active, selective and long-lived heterogeneous polymer-supported alkene epoxidation catalyst has been selected that was initially developed for use in small-scale batch reactions. A continuous alkene epoxidation reactor (Reactive Distillation column - RDC) has been successfully designed, constructed and commissioned in our laboratory. We have developed a new rolled belt shaped catalyst packing material, which is suitable for use in the process of the present invention. The advantages of this packing are very efficient mass transfer between the liquid and vapour phases, low pressure drop, and high hydraulic capacity. We have confirmed the remarkable catalytic performance of this catalyst in continuous epoxidations of cyclohexene, limonene and alpha-pinene employing tert-butyl hydroperoxide (TBHP) as the oxidant. Very high conversion of TBHP to cyclohexene oxide (more than 98%) and 100% selectivity towards cyclohexene epoxide was achieved during epoxidation of cyclohexene in the RDC. This study confirmed that this new process is about 50% more energy efficient than the conventional processes.","Patent granted","Chinese Patent Number ZL201080044175.2","2015","No","The smaller integrated plant design leads to lower capital cost of new plant, and very importantly to lower recurrent costs in terms of energy and materials (water, steam, solvent etc.) costs. Overall therefore this new process provides many advantages to potential users: feedstock flexibility, atom efficiency, flexibility of scale of production, energy efficiency, reduced unit costs and improved profitability. Importantly as well, the new process makes a big impact on the environmental acceptability of epoxides production.",,"56e07ea67a6a73.91531958","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56e07ea67a6a73.91531958&grantRef=EP%2FH027653%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/H027653/1","9274F5A0-9016-4489-9AC6-1257502D2568","798CB33D-C79E-4578-83F2-72606407192C","FBA10D69-BE5C-42A8-9DCF-4214809173FB","32CE93E1-0371-460F-A5E6-B3F387C0A1C6"
"MRC","MR/K002449/1","Research Grant","Intellectual Property","University of Manchester","Medical and Human Sciences","Custovic","Adnan","http://orcid.org/0000-0001-5218-7071","STELAR Asthma eLab","We created a secure web-based research environment (Asthma e-Lab; www.asthmaelab.org) to support consistent recording, description and sharing of data, computational statistical methods and emerging findings across the cohorts. The Asthma e-Lab serves as a data repository populated with a unified dataset from our well-defined birth cohorts; in addition, it provides the computational resources and a scientific social network to support timely, collaborative research across the consortium. The activities of data managers and investigators from the five STELAR sites are visible to one another, supporting team coordination and peer support, whilst creating a record of activity to ensure transparency. Researchers inputting the data can see how the data are being used in the analyses, and receive on-line training via the e-Lab, thereby harmonising the relevant knowledge, skills and practices needed to create a consistent STELAR dataset. Emerging findings are shared with all sites via the e-Lab, linked to explanations of analytical methods that might not be familiar to all participants, thereby creating a scientific social network enriching the on-going modelling and interpretation.","Protection not required",,"2016","Yes","We have created conditions that will facilitate data sharing with the consortium of 12 US-based birth cohorts (CREW). NIH has just announced that CREW were awarded funding through the Environmental influences on Child Health Outcomes (ECHO) programme, and CREW will utilise our UK STELAR knowledge management platform (eLab). This will provide a worldwide platform to help solve the global problem of asthma. Our flexible platform will be able to accommodate other cohorts and disease outcomes in future.",,"58bd64c9f1e8d4.57007079","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=58bd64c9f1e8d4.57007079&grantRef=MR%2FK002449%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/K002449/1","BE5B1F2C-F5E4-4253-968D-9C7D9EA3D818","C008C651-F5B0-4859-A334-5F574AB6B57C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","A191A3B7-22B5-4036-8F3F-ED5D3BD895F4"
