"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Material","Software Developed?","Software Open Source?","Provided to Others?","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BBS/E/T/000PR9785","Intramural","Research Tools and Methods","Earlham Institute","UNLISTED","Hall","Anthony","http://orcid.org/0000-0002-1806-020X","CropQuant distributed phenotyping workstations","Cost effective automated phenotyping device, CropQuant, is capable of providing continuous and precise measurements of traits that are key to todays crop research, breeding and agronomic practices. The high-frequency and high-precision phenotypic analysis can enable the accurate delineation of the genotype-to-phenotype pathway and the identification of genetic variation influencing environmental adaptation and yield potential. To manage distributed infield experiments and crop-climate data collection, we have developed a web-based control system called CropMonitor to provide a unified graphical user interface (GUI) to enable real-time interactions between users and their experiments. Furthermore, we established a high-throughput trait analysis pipeline for phenotypic analyses so that lightweight machine-learning modelling can be executed on CropQuant workstations to study the dynamic interactions between genotypes (G), phenotypes (P), and environmental factors (E).","Improvements to research infrastructure","","","Yes","2017","The bio preprint version (https://www.biorxiv.org/content/early/2017/09/01/161547) has been introduced to the public in September 2017. We have utilised the CropQuant technology to enable the acquisition of high-quality sensor- and image-based plant data in the field as well as in greenhouses (e.g. the published Speed Breeding paper). It was presented in a number of Agri-Tech and innovation conferences such as KTN Automation in Agriculture as well as REAP 2017. We have also successfully established collaborations with ADAS and Bayer Crop Science to apply CropQuant in their breeding and crop research programmes.","https://github.com/Crop-Phenomics-Group/CropQuant/releases/","5a9045bf51f255.71391959","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5a9045bf51f255.71391959&grantRef=BBS%2FE%2FT%2F000PR9785","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/T/000PR9785","087F0C68-9C2F-41B8-8882-ED135CA3B13D","2512EF1C-401B-4222-9869-A770D4C5FAC7","B7B056A3-95CE-4F90-9F31-708B4612610D","B4956C43-1C47-427C-B576-4EA7416BAABE"
"BBSRC","BB/P028160/1","Research Grant","Research Tools and Methods","Earlham Institute","Research Faculty","Zhou","Ji","http://orcid.org/0000-0002-5752-5524","CropQuant distributed phenotyping workstations","Cost effective automated phenotyping device, CropQuant, is capable of providing continuous and precise measurements of traits that are key to todays crop research, breeding and agronomic practices. The high-frequency and high-precision phenotypic analysis can enable the accurate delineation of the genotype-to-phenotype pathway and the identification of genetic variation influencing environmental adaptation and yield potential. To manage distributed infield experiments and crop-climate data collection, we have developed a web-based control system called CropMonitor to provide a unified graphical user interface (GUI) to enable real-time interactions between users and their experiments. Furthermore, we established a high-throughput trait analysis pipeline for phenotypic analyses so that lightweight machine-learning modelling can be executed on CropQuant workstations to study the dynamic interactions between genotypes (G), phenotypes (P), and environmental factors (E).","Improvements to research infrastructure","","","Yes","2017","The bio preprint version (https://www.biorxiv.org/content/early/2017/09/01/161547) has been introduced to the public in September 2017. We have utilised the CropQuant technology to enable the acquisition of high-quality sensor- and image-based plant data in the field as well as in greenhouses (e.g. the published Speed Breeding paper). It was presented in a number of Agri-Tech and innovation conferences such as KTN Automation in Agriculture as well as REAP 2017. We have also successfully established collaborations with ADAS and Bayer Crop Science to apply CropQuant in their breeding and crop research programmes.","https://github.com/Crop-Phenomics-Group/CropQuant/releases/","5a9045bf51f255.71391959","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5a9045bf51f255.71391959&grantRef=BB%2FP028160%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P028160/1","0731D6CB-D2C7-4ED1-BDA2-1CD703339D9D","2512EF1C-401B-4222-9869-A770D4C5FAC7","B7B056A3-95CE-4F90-9F31-708B4612610D","62D401C8-B6EC-4BE1-80F9-00FEBB36EF9D"
"MRC","MR/K000187/1","Fellowship","Research Tools and Methods","University College London","Medicine","Bellotti","Vittorio","","C. elegans strains","Establishement of three transgenic C. elegans strains expressing human wild type ß2-microglobulin and two isoforms P32G and ?N6 under the control of the body-wall muscle specific unc-54 promoter/enhancer.","Model of mechanisms or symptoms - non-mammalian in vivo","","","Yes","2012","In absence of any animal model for ß2-microglobulin amyloidosis we have generated transgenic C. elegans model to study protein aggregation and inhibitors. Currently the model is also in use for environmental toxicity studies. In particular results describing the effect of silver nanoparticles on transgenic C. elegans expressing wild type ß2-m in comparison with the ancestral C. elegans strain are now included in a manuscript submitted to Altex. This work demonstrates that C. elegans strains recapitulating molecular events causing Dialysis Related Amyloidosis are a valuable tool to assess toxicity of potentially harmful molecules.",,"B84TDajUeMY","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=B84TDajUeMY&grantRef=MR%2FK000187%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/K000187/1","BB374F1A-E7B6-4580-9603-8D02A19DCA28","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","4D67F37C-3000-4234-BA3F-23A6C528D090"
"EPSRC","EP/K021516/1","Research Grant","Research Tools and Methods","University of Sheffield","Automatic Control and Systems Eng","Mihaylova","Lyudmila","","For enhancing mobility in cities","Vehicular traffic congestion is a significant problem that arises in many cities. This is due to the increasing number of vehicles that are driving on city roads of limited capacity. The vehicular congestion significantly impacts travel distance, travel time, fuel consumption and air pollution. Avoidance of traffic congestion and providing drivers with optimal paths are not trivial tasks. The key contribution of this work consists of the developed approach for dynamic calculation of optimal traffic routes. Two attributes (the average travel speed of the traffic and the roads' length) are utilized by the proposed method to find the optimal paths. The average travel speed values can be obtained from the sensors deployed in smart cities and communicated to vehicles via the Internet of Vehicles and roadside communication units. The performance of the proposed algorithm is compared to three other algorithms: the simulated annealing weighted sum, the simulated annealing technique for order preference by similarity to the ideal solution and the Dijkstra algorithm.","Improvements to research infrastructure","","","Yes","2016","This and related works are linked with the collaboration that we established with new partners in the area of smart cities.","https://www.mdpi.com/1424-8220/16/7/1013/htm","603bc9313034e6.58671621","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=603bc9313034e6.58671621&grantRef=EP%2FK021516%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K021516/1","A837044A-84FD-4363-978C-2223EFF24049","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","6D1573D0-440E-4846-AD29-1ECE3658425C"
"BBSRC","BB/S016112/1","Research Grant","Research Tools and Methods","Royal Holloway, University of London","Biological Sciences","Leubner","Gerhard","","Expansion of seed technology platform by a commercial-scale seed drum-priming device.","Innovative crop seed priming technologies to develop knowledge exchange with industry and in strategic collaboration networks. Seed priming is an environmentally-friendly refinement technology which improves seed quality by metabolic activation. High-quality primed seed germinates fast and uniform with enhanced seedling performance and crop establishment even upon stress (heat, chilling, flooding, drought, salinity). Gas-plasma activated water seed priming is a novel environmental-friendly technology developed by us to improve the quality of agricultural and horticultural commercial crop seeds.","Improvements to research infrastructure","","","Yes","2021","Our patent for using gas-plasma activated water for seed priming is being applied to vegetable, sugar beet, and cereal seeds. It provided expanding our company network.",,"6230cd096c47f3.70860330","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=6230cd096c47f3.70860330&grantRef=BB%2FS016112%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S016112/1","40539A31-2B49-4584-9884-224B74A68D50","2512EF1C-401B-4222-9869-A770D4C5FAC7","7A0397DD-E0C6-4EA3-8031-B841D2503C4D","AD84E7D9-FF9B-4F3D-9082-1B825563BB59"
"AHRC","AH/J008559/1","Research Grant","Research Tools and Methods","University of Sussex","Sch of History, Art History & Philosophy","Damodaran","Vinita","http://orcid.org/0000-0002-8296-158X","Archival surveys on natural history collections and endangered archives in the Indian Ocean World","The project has resulted in detailed archival surveys of archives in the Indian Ocean region which will be benificial to future research on climate and environmental change. This is an ongoing project aided by further funding from the Canadian Research Council and the Norwegian Research Council. We are currently conducting an inventory of local archives in Kutch and Sundarbans with a view to understanding their records on natural history.","Improvements to research infrastructure","","","Yes","2012","This is important research as it has led to the uncovering of several endangered archives whose rescue is of enormous signifcance to a range of scholars from the sciences to humanities and social sciences in India, Malaysia and Bangladesh. This ongoing work by scholars linked to our network.","http://www.sussex.ac.uk/cweh/research/indianocean","5463a944695fb9.16508446","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5463a944695fb9.16508446&grantRef=AH%2FJ008559%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/J008559/1","8C154E7F-02A7-4765-A3C5-3077FA3F954D","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","A8967420-49D3-4509-9912-25FB3EC75B74","341A14E1-659D-49AE-9D88-F96FFF873D5A"
"MRC","MR/N000390/1","Research Grant","Research Tools and Methods","King's College London","Social Genetic and Dev Psychiatry Centre","Schumann","Gunter","","Geospatial tool to characterize physical environment","We are establishing and adapting a geospatial data tool to identify environmental risks, developed with the NIHR-funded MindTech Healthcare Technology Cooperative supported by the Centre for Wireless and Population Health Systems at UCSD and the Centre for Translational Informatics. Together with our local partners in India, we will map requirements of stakeholders, including participants and contract software developers to develop and test an app adapted to local needs.","Improvements to research infrastructure","","","Yes","2016","This is currently in progress",,"58c9667ccdcd93.74128111","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=58c9667ccdcd93.74128111&grantRef=MR%2FN000390%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/N000390/1","FDD894B7-6300-4A66-8447-2AFC24E5EB91","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","53678BEF-24BC-44FF-B836-436D88AA3C58"
"MRC","MR/N029399/1","Research Grant","Research Tools and Methods","University of Cambridge","Clinical School","Torok","Estee","http://orcid.org/0000-0001-9098-8590","Vietnam ICU WGS study sample archive","I have collected clinical and environmental samples from 400 patients and the environment in the intensive care units at the National Hospital for Tropical Diseases and Bach Mai Hospital, Hanoi, Vietnam. These samples have been characterised phenotypically and sequenced at the Wellcome Trust Sanger Institute. The bacterial sequence data have been deposited in the European Nucleotide Archive and are openly available. The clinical and laboratory metadata are available on request.","Biological samples","","","No","2020","This will provide an invaluable resource for scientific researchers in antimicrobial resistance in the future",,"5e5802973be254.58761540","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5e5802973be254.58761540&grantRef=MR%2FN029399%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/N029399/1","4CB1DB79-F8FF-47DE-A77B-07D2CC4AAC0C","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","5FBADE4C-D52E-450D-A9D2-6BC6B9BE2995"
"NERC","NE/R017999/1","Research Grant","Research Tools and Methods","King's College London","Geography","Dawson","Terence","http://orcid.org/0000-0002-4314-1378","Improvements to FreeStation and S,mart","The FreeStation initiative uses open source hardware, open source software and open source 3-D printing technology to build and deploy reliable environmental data loggers with the lowest cost and easiest DIY build possible. These are designed to make reliable, detailed and local environmental data more accessible in areas that may have little local financial and technical capacity for the collection of such data.

The FreeSensor initiative designs a variety of open source environmental monitoring sensors including fog gauges, wind driven rain gauges, soil moisture probes and water level sensors. 

As the names imply, the designs are freely available and open source so anyone can build them. Users of these are able to read the data via an SD card (and upload to a web platform) or connect directlly via WiFi or GSM. The FreeStation //Smart: platform at www.policysupport.org/smart provides both raw data and graphical summaries of the data as well as environmentally, agriculturally and hydrologically relevant analytical derivatives. The collected data contributes to the temporal and spatial detail of data available in widely used policysupport.org tools such as WaterWorld and Eco:Actuary. All FreeStation data are also open sourced for all to use.

The //Smart: system brings together low cost monitoring technology from FreeStation with the WaterWorld and EcoActuary Policy Support Systems to develop and deploy reliable, low maintenance continuous monitoring and short term forecasting. The //Smart: stations combine standalone or internet-connected monitoring of environmental properties with near-term weather forecasts alongside AI based near-term predictions and variable-specific analyses. The system is designed to better understand environments and the impacts of human interventions on them through a combination of monitoring, analysis and modelling. Analyses can be carried out on single stations or networks of them","Improvements to research infrastructure","","","Yes","2015","Used by a wide variety of stakeholders across a range of countries","http://www.policysupport.org/smart","621df65fd37a98.54539261","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=621df65fd37a98.54539261&grantRef=NE%2FR017999%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R017999/1","D9F017CA-DD4B-41A5-A9F5-9FCCD1B8815A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","318B5D98-4CB4-4B10-A876-08FC93071A56","2043B1FC-417F-467E-A732-7902B0ECC6FF"
"AHRC","AH/P005217/1","Research Grant","Research Tools and Methods","University of Sussex","Sch of History, Art History & Philosophy","Damodaran","Vinita","http://orcid.org/0000-0002-8296-158X","Archival surveys on natural history collections and endangered archives in the Indian Ocean World","The project has resulted in detailed archival surveys of archives in the Indian Ocean region which will be benificial to future research on climate and environmental change. This is an ongoing project aided by further funding from the Canadian Research Council and the Norwegian Research Council. We are currently conducting an inventory of local archives in Kutch and Sundarbans with a view to understanding their records on natural history.","Improvements to research infrastructure","","","Yes","2012","This is important research as it has led to the uncovering of several endangered archives whose rescue is of enormous signifcance to a range of scholars from the sciences to humanities and social sciences in India, Malaysia and Bangladesh. This ongoing work by scholars linked to our network.","http://www.sussex.ac.uk/cweh/research/indianocean","5463a944695fb9.16508446","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5463a944695fb9.16508446&grantRef=AH%2FP005217%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/P005217/1","F3046873-0D1E-40F3-88C1-D120D42E8978","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","A8967420-49D3-4509-9912-25FB3EC75B74","341A14E1-659D-49AE-9D88-F96FFF873D5A"
"BBSRC","BB/L014130/1","Research Grant","Research Tools and Methods","University of Cambridge","Plant Sciences","Baulcombe","David","http://orcid.org/0000-0003-0780-6878","Open Enzyme Collection","The Open Enzyme Collection consists of 81 useful genes for enzymes that are &quot;workhorses&quot; of molecular biology, including DNA polymerases, RNA polymerases, DNA ligases, reverse transcriptases and restriction enzymes. The enzymes are useful in both basic and applied fields as diverse as genomics, diagnostics, biodiversity, synthetic biology, DNA origami, immunology, biochemistry and more.

The foundational technologies enabled by this collection of include polymerase chain reaction (PCR), cloning, isothermal amplification, reverse transcription of RNA into DNA, and dNTP synthesis. Additionally, the Open Enzyme collection contains enzyme genes for fixing damaged and degraded DNA prior to amplification, enzymes for cutting protein sequences to remove unwanted parts, and DNA-binding proteins that can be fused with other enzymes to improve functionality.

The collection is codon-optimised for expression in Escherichia coli bacteria and all enzymes are obtained from expired patents or for various reasons are not encumbered by patent rights.","Biological samples","","","Yes","2020","The Open Enzyme Collection has been distributed to &gt;70 labs in &gt;30 countries, impacts are being tracked during 2021.","https://stanford.freegenes.org/collections/open-genes/products/openenzyme#description","60423d87dcf1e9.79204714","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=60423d87dcf1e9.79204714&grantRef=BB%2FL014130%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L014130/1","35FA0CFF-67C8-4FD2-A5B8-BE1C7F76F318","2512EF1C-401B-4222-9869-A770D4C5FAC7","D1774113-D5D2-4B7C-A412-66A90FE4B96F","1BB5E004-5609-44EA-BD1F-C2B2FAA084E3"
"AHRC","AH/W003457/1","Research Grant","Research Tools and Methods","University College London","Information Studies","Nyhan","Julianne","http://orcid.org/0000-0002-4998-1757","The data atlas of the Sloane Lab","The aim of the data atlas is to gather relevant information about catalogues and datasets for charting the resources that potentially can be integrated into the Sloane Lab knowledge base. This is the first 'Alpha' version of the data atlas that identifies a core set of data resources suitable for integration. In this version, the following datasets and resources are documented: 
a digital edition of MS 3972c Vol VI, Sloane's catalogue of books and printed ephemera
a digital edition of Sloane MS 3972b of folios listing manuscript material removed from 3972c
a digital edition of sir Hans Sloane's catalogues of miscellanies, antiquities, seals, pictures, mathematical instruments, agate handles, agate cups, bottles, spoons 
a digital edition of sir Hans Sloane's catalogue of fossils including coralls, serpents, echini, crustacea, starrfishes, humana, (volume I)
a digital edition of sir Hans Sloane's catalogue of fossils including fishes, birds, eggs, quadrupeds (volume v) 
specimens from Sloane's voyage to Jamaica - Sloane herbarium 
John Ray's Historia plantarum, Sloane's personal copy 
British museum collection online
British library Sloane printed books catalogue 
British library catalogue of Sloane manuscripts
Draft minutes of royal society during time Sloane was secretary 26 Sloane letters project","Improvements to research infrastructure","","","No","2022","The benefit for creating the atlas is bifold; a) help to realise the breadth and availability of resources and b) help to identify their current state and format so to design appropriate data mapping and ingestion approaches. To create the atlas, we devise a rubric for data collection that can be used as the assessment tool to enable consistent review and recording of characteristics and attributes of datasets and catalogues. The methodology of the &quot;The Atlas of Digitised Newspapers&quot; project informs our data collection process to a certain degree without going into the technical details of metadata mappings which is outside the scope of this task. The rubric collects information about type of data, origin, volume, metadata availability and other technical and interpretive definitions. More specifically the rubric should gather information about; background, composition and structure, data quality, digitization stage, metadata schema (, availability and accessibility (in term of download areas, API, etc) and right and usage. The finding should be compiled into single document which can form a dissemination outcome of the project.",,"6230918a3a03a1.40888360","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=6230918a3a03a1.40888360&grantRef=AH%2FW003457%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/W003457/1","1A9F75B7-B40A-400D-9322-B7D58E8A1235","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","3A5E126D-C175-4730-9B7B-E6D8CF447F83","CBAB2CEE-D292-407A-8D76-B5F274DEED4A"
"MRC","MR/L02280X/1","Research Grant","Research Tools and Methods","Swansea University","Institute of Life Science Medical School","Khan","Ilyas","","Biofabrication of cartilage sheets","One of the limiting factors in producing large amounts of cartilage is the need for millions, if not billions, of cells for tissue engineering. Our idea, expressed as a specific objective in our proposal was to optimise the growth of chondroprogenitors on microbeads. Following their growth on microbeads we intended to depart from conventional methodology, which is to remove cells from the microbead carriers, and instead induce differentiation of the chondroprogenitors whilst on the beads. The beads are collagen-based and therefore provide the idealised scaffold for cartilage tissue engineering; the microcarriers are biocompatible and also biodegradable. Our innovation has been to devel;op the techniques to produce cartilage sheets made of chondroprogenitor-laden microbeads. This technology allows us to produce large sheets, limited only by the size of culture vessel. As cells are expanded on the microbeads and our data shows at optimal growth that they divide once a day, we can obtain large amounts of substrate for cartilage sheet formation within a week. The fact that microbeads have such a large diameter ~300 micrometers, means that the use of a relatively small amount of beads can generate large sheets.","Technology assay or reagent","","","No","","We have been able to streamline the cartilage production process by seeding and expanded chondroprogenitor cells on the actual scaffold that will produce the final construct. This process will eliminate a step, the removal of cells from the microbead carriers, that can be inefficient and problematic. The biofabrication of cartilage sheets is the first step in scalable production of tissue engineered constructs in an efficient way and is conducive to a marketable solution to health agencies.",,"56dd90a11b0e84.49978348","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56dd90a11b0e84.49978348&grantRef=MR%2FL02280X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/L02280X/1","0DD6DA7B-4C8A-48E3-83B2-D55DCF0E7761","C008C651-F5B0-4859-A334-5F574AB6B57C","AB307619-D4FA-427E-A042-09DBEBA84669","834EFC03-762B-4A86-86E1-2EEFB3983EDF"
"NERC","NE/R00398X/1","Fellowship","Research Tools and Methods","Northumbria University","Fac of Engineering and Environment","Scott","Alister","","Essex County Council Development of Green Infrastructure standards 2021-2022","I worked with Essex County Council to help co design and lead workshops to produce a set of standards for green infrastructure for Essex auhtoritites and developers. Tis subsequently became mebedded as one of the pilots for testing Natrual Englands GI standards.
Once the standadrds had been produced we produced guidance for its application and delivery. I was pleased to play a significant role in the drafting of material. 

This guidance provides support to professionals in the built environment, highways, health, and environment to deliver better Green Infrastructure (GI). Essex's Nine GI standards have been developed to support policy and development management in the planning and delivery of multifunctional GI for placemaking and placekeeping. These standards are written as a form of assessment criteria to enable policy and development management to go beyond the statutory requirements, to create great places for people and wildlife to thrive. 

The standards will help with policy and strategy writing, master-planning, design, and implementations of developments. They can be applied to GI projects and to the management and maintenance of GI. 

This document can assist in:
• the improvement of planning policy, 
• framing planning conditions for future planning applications; and 
• shaping project delivery in securing multifunctional GI in the long-term.

This document brings together existing guidance, examples of good practices and information on how to meet the GI Standards. That will be laid out in the Essex Design Guide .","Improvements to research infrastructure","","","No","2021","The final guidance wil be pulbished shortly and as such no impacts have yet been secured althuogh testing is underway in several local plans.","https://www.dropbox.com/s/7mg42ik7u2j20u5/Essex%20GI%20Standard%20Guidance%20-%20Version%204%20%28Nov-Dec%202021%29.docx?dl=0","6228bdbfd281e2.81503676","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=6228bdbfd281e2.81503676&grantRef=NE%2FR00398X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R00398X/1","CF842AEF-EBA2-421B-BF74-36B62DDCF0D3","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EF390CF0-ECD3-47D8-B9A8-7602AF319BEE","CC6423BB-AF63-4F29-BDD2-3B86D967509E"
"NERC","NE/L006782/1","Research Grant","Research Tools and Methods","University of Plymouth","Sch of Biological and Marine Sciences","Jha","Awadhesh","http://orcid.org/0000-0001-9660-4308","Acquisition of an atmospheric pressure photo-ionization (APPI) source","To afford 'in-house' analyses of environmental C60s and their degradation products, in collaboration with other projects, an atmospheric pressure photo-ionization (APPI) source has been acquired for installation onto our orbitrap HPLC-MS. This affords state of the art quantification. It builds upon our collaborative work with CSIC, Barcelona, and affords a National capability which has already confirmed identifications of photo-oxidation products achieved through the collaborative research.","Model of mechanisms or symptoms - non-mammalian in vivo","","","No","2016","None yet.",,"5aa288ab4acac0.22484320","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5aa288ab4acac0.22484320&grantRef=NE%2FL006782%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L006782/1","4BA1ED50-907D-427B-8878-0EB2EE1FAF41","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7801F008-7C77-45E7-90E9-4345B47D138E","EA293400-12C6-42C6-9FBD-B25E174634B6"
"AHRC","AH/L00982X/1","Research Grant","Research Tools and Methods","University of Manchester","Computer Science","Ananiadou","Sophia","http://orcid.org/0000-0002-4097-9191","Text mining tool kit for history of medicine","A number of text mining tools to extract causes of a condition, symptoms associated with a condition, identification of the parts of the body that are most typically affected by conditions,factors (e.g., therapies, drugs, environmental surroundings) that can affect a condition, subsets of the population (e.g., children, adults, ethnic groups, people working in different occupations) are most likely to be affected by a condition","Improvements to research infrastructure","","","Yes","2015","Reproducibility of results by other research teams.","http://metashare.metanet4u.eu/repository/browse/time-sensitive-inventory-of-medical-terminology/1a171f22719e11e5a2aa782bcb074135530d6c33185d42539d22846d41ff5ec2/","56cda840767a17.51071939","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56cda840767a17.51071939&grantRef=AH%2FL00982X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/L00982X/1","37C6E19B-95EC-46A5-B99B-4109B4E21B39","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","68D0E3C9-9246-4CFC-B5E9-48584CF82993","EF173542-4829-481A-AAD5-D3F1B64500C2"
"MRC","G0401091","Research Grant","Research Tools and Methods","University of Edinburgh","Unknown","Ribchester","Richard","http://orcid.org/0000-0003-2670-6995","Ex-vivo assay of neuromuscular synaptic degeneration","We found that culture of isolated nerve-muscle preparations dissected from mice, in physiological saline maintained at 32&ordm;C differentiated between rapid Wallerian degeneration,which occurs in normal mice following nerve injury, and slow Wallerian degeneration which occurs following axotomy of muscles from WldS mutant mice. This generated a novel paradigm for assessing chemical and environmental factors, including use or disuse of synapses, on the vulnerability of synapses to degeneration.","Model of mechanisms or symptoms - mammalian in vivo","","","Yes","2014","Too early to say.",,"58bbf34dac7457.70688446","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=58bbf34dac7457.70688446&grantRef=G0401091","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0401091","1ED2E7B3-44DA-4339-B1D2-3FBC2A300BBD","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F2259F88-E733-4536-8E7F-906BCD2D5548"
