"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/K000314/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Mair","Lord Robert","","Utterberry Ltd","Utterberry, based in Cambridge, invent, design and manufacture Intelligent Lowe Power Wireless Sensors, currently used for critical infrastructure health monitoring. Founder is ex ARM UK CPU Engineer (Arm Cortex M3 Processor). Utterberry has been operating for 12 months, turning over #50,000, no debt.Our product focus is producing intelligent, wireless, multivariate sensors, that create and amass Big Data, process it onboard, and transmit information to asset owners to enable them to make cost effective asset management decisions.

The UtterBerry, an intelligent wireless sensor system using the world's smallest wireless sensors. The UtterBerry has won the Crossrail Best Practice/Innovation Award for contractors Costain-Skanska who deployed the technology at a partially sealed adit complex at its Eleanor Street site in London. The UtterBerry has already attracted acclaim and has been certified as Highly Commended in three Institution for Engineering and Technology (IET) Innovation Awards - the Asset Management Award, Built Environmental Award and Measurement in Action Award.","2013","Contracts with Network Rail, Crossrail, Costain Construction, and with further strong prospects throughout the UK Civil Infrastructure and beyond.",,"54634ea088bf77.17142236","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=54634ea088bf77.17142236&grantRef=EP%2FK000314%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000314/1","7FE2EC1A-70F4-400C-9772-D05E24316705","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2A915F85-5B36-43DB-B608-B5600C68BE24"
"NERC","NE/S013490/1","Research Grant","Spin Outs","University of Oxford","Earth Sciences","Henderson","Gideon","","NANOLYSE TECHNOLOGIES LIMITED","Nanolyse is creating miniaturised, portable and low cost chemical sensing capabilities to address global testing and monitoring needs across industries, from water, environmental and food to biomedical and healthcare industries. Nanolyse Technologies Ltd was founded in 2020, by an Oxford academic, Dr Imad Ahmed (Executive Director and CTO). The company Director is Dr Graham Hine, a highly successful technology entrepreneur with a track record in leading, growing and successfully exiting technology companies. Nanolyse's advisors and consultants are Professor Peter Dobson, former director of Oxford University's Begbroke Science Park and renowned expert and academic in nanotechnology and biosensors, and Gideon Henderson, Professor of Earth Sciences at the Department of Earth Sciences in the University of Oxford and Chief scientific advisor to the Department for Environment, Food and Rural Affairs.","2020","Nanolyse is a young (< 12 month-old) company but the following impacts are notable: 1- Knowledge creation related to chemical separation and sensing of reactive molecules in water 2- Knowledge application: working with collaborators, partners and others to implement knowledge and learning in building new systems","https://nanolyse.com/","604536e7cf36d5.33188841","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=604536e7cf36d5.33188841&grantRef=NE%2FS013490%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S013490/1","1778E634-5832-45FC-9028-719C0E7E9324","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C6D3981D-C5D7-4EF5-8992-00685EBEB191"
"EPSRC","EP/M027260/1","Research Grant","Spin Outs","University of Southampton","Faculty of Engineering & the Environment","Leighton","Timothy G","","SLOAN WATER TECHNOLOGY LIMITED","Sloan Water Technology Limited is based around the patent portfolio of the PI of NAMRIP and founder of Global-NAMRIP, Professor Timothy Leighton FSR FREng FMedSci, which it purchased from the University of Southampton (which owns no part of the company). These patents, and patents developed since the formation of the company, outline a range of devices for cleaning, decontaminating, treating infections, all in a way reduces the use of antimicrobial agents, and improves the environmental footprint over existing technologies (by reducing the use of electricity, water, and additives). Professor Leighton is a Director and Inventor-in-Chief. NAMRA pump-priming funding was used to validate the early prototypes, NAMRIP networking activities having brought together multidisciplinary teams of medics, health scientists, food scientists, microbiologists, engineers and physicists needed to build up the collaborations needed to undertake these validation tasks.","2018","We are currently building devices for two clinical trials. [1] An &pound;817k NIHR-funded clinical trial in which we place (in the middle of 2020) devices in the Sterile Services Departments of a number of NHS hospitals across the UK to check that, using air, water and sound alone, we can replace the current tap/faucet pre-wash of surgical instruments with a wash using our device. If successful, this will reduce the risk of cross-contamination between patients and so reduce infections and the need fro antimicrobial agents. [2] We are preparing our devices for MHRA approval for an NIHR-funded (Biomedical Research Centre - funded) clinical trial on the treatment of currently difficult, intractable or incurable wounds. Wound healing will begin in the second half of 2020.","https://sites.google.com/view/sloan-wt-landing","5e68c89ad8edd3.44028531","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e68c89ad8edd3.44028531&grantRef=EP%2FM027260%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M027260/1","44D5E971-7BFA-478D-AE06-9D6CA3C74F9C","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","3A02E677-2DEE-4D32-B026-9C0132155627"
"EPSRC","EP/H046593/1","Research Grant","Spin Outs","University of Cambridge","Chemistry","Abell","Chris","","Aqdot Limited","Aqdot is a spin-out company based on the cutting-edge research of the Department of Chemistry, University of Cambridge. It has developed a novel fabrication technology for smart capsules that possess customisable properties to suit the needs of a variety of industries. The Aqdot technology greatly simplifies the encapsulation process by utilising the novel one-step, shrink-wrap approach based on a combination of emulsion technology and supramolecular chemistry, whose scientific value has been recognised by Science and Nature Chemistry, and its commercial value recognised by Chemical and Engineering News and The Food Navigator. Using Aqdot's innovative platform technology, a variety of functionalities can be easily incorporated into the capsules, including a number of on-demand release properties that are missing in many state-of-the-art techniques. This cutting edge platform provides a one-pot, single-step process which rapidly produces capsules in minutes versus days.","2012","Aqdot's technology provides the following core benefits in comparison to encapsulation solutions currently on the market: the ease of cargo loading means lower cost of production; all production takes place at room temperature in aqueous solutions, with mild conditions allowing for the encapsulation of the broadest range of cargoes; the payload per capsule or particle is significantly higher than current solutions, considerably reducing the cost and waste of non-cargo materials; a wide range of release triggers are available, each offering potential sensitivities superior to the current state of the art, without compromising microcapsule stability; the functionality of the encapsulation material can be&nbsp;readily customised based on customers' specific cargo and release requirements and the exterior of the capsules or particles can be modified such that the delivery of the capsules or particles can be specifically targeted. Microencapsulation as a technology today refers to a very wide range of technologies that encapsulate, protect and release actives when needed. According to Global Industry Analysts, the overall microencapsulation market is very large, approaching $40 billion in 2015),&nbsp;ranging a number of industries from consumer product goods (household good, food, cosmetics), industrials (oil & gas, pulp & paper), and to pharmaceuticals. Aqdot's novel platform technology has the potential of accessing all of these markets.","http://www.aqdot.com","5448e251a21983.12223982","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5448e251a21983.12223982&grantRef=EP%2FH046593%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/H046593/1","B67A2A60-B24A-4E44-AAAB-DDC894E6570A","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","52235549-4546-46B7-8FE3-B73146F5AD3D"
"AHRC","AH/S002812/1","Research Grant","Spin Outs","University of Leeds","Sch of Design","Russell","Stephen","","SALT WEAVE STUDIO LTD","Based within the heritage 'Salts Mill' the Salt Weave Studio provides bespoke fabrics, designed by founder Rebecca Ough. FFF supported Rebecca to develop a Rapid Response C-19 IUK application, The Waste Library, and as part of that process Rebecca moved from being a sole trader and established her limited company. Although sadly not funded this project has sparked other connections across the FFF network.

Salt Weave Studio is a creative woven design studio located within the world-renowned textile heartland of Bradford. All our fabrics are designed on a handloom before being expertly manufactured at local mills. We take pride in utilising the skills and craftsmanship in Yorkshire to produce beautiful products that will be cherished for a lifetime.
Rebecca Ough graduated from Manchester School of Art in 2015 having studied woven textiles. Since then she has worked as a woven textile designer for textile mills both in the UK and overseas. The unique experience of working in both small and large scale manufacturing, along with creative and technical woven design knowledge, allows for the intersection of the handmade and the industrially made. Local craftsmanship is at the core of Salt Weave Studio. Now firmly rooted in our hometown of Bradford, we take pride in being located in the textile heartland of Yorkshire.","2020","https://saltsmillshop.co.uk/products/titus-throw-by-rebecca-ough-salt-weave-studio-100-merino-wool-200-x-155cm Over the last year myself and Suzy Shepherd from Yorkshire Textiles have been working on an exciting new project for CEG's Temple development in the Holbeck area of Leeds. We have been tasked with creating a 'heritage weave' which will be used across the Temple development to highlight its textile legacy. Jon Howe has been documenting the past, present and future of the Temple regeneration area in Leeds on his blog, A Leeds Revolution, it's such a great read and he dives into the interesting history of the Egyptian style Temple Works mill.","https://www.saltweavestudio.co.uk/","603e0b7f8b52c7.52696782","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=603e0b7f8b52c7.52696782&grantRef=AH%2FS002812%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S002812/1","A428CAF5-32D7-4100-98E2-59A5854FDD5E","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","83D87776-5958-42AE-889D-B8AECF16B468","2A3ECE8B-FCFA-4053-90EA-5CDBC3339C95"
"EPSRC","EP/N022998/1","Research Grant","Spin Outs","Liverpool John Moores University","General Engineering Research Institute","Morgan","Michael","","Abraglaz Ltd","The company has been established to help exploit the potential of a thermally treated recycled glass product that has, at its foundation, the thermally treated glass product developed for abrasive mass finishing (Ref. Innovate UK 101275; 2013-2015) . This new product will differ from the previous product in that it will possess porosity. The significance of this introduced quality will be the potential to act as an abrasive grinding wheel. The challenge is to identify a material that will satisfy environmental, cost, health and performance criteria and provide the necessary porosity whilst subject to a high-temperature cycle. If this can be achieved there is a &pound;80M / year annual market open for its introduction. The early / foundation works for this development were supported by the LJMU (RIS - AH 147 ref. Further Funding section). The second phase is now underway (March 2018; 3 months project, KE&amp;I 276002 S0001 920TRI; ref. Further Funding section), again supported by the LJMU in partnership with the inventor (Abraglaz Ltd).","2017","None at this time.",,"5a967be601c753.31817142","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5a967be601c753.31817142&grantRef=EP%2FN022998%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N022998/1","F79CEBA0-A149-4D39-915F-1C31A5B48A8D","798CB33D-C79E-4578-83F2-72606407192C","772A1E12-7175-46C0-B665-CE27930D15A8","81F277D4-2BFE-42AD-AE85-5531CB83CDAE"
"EPSRC","EP/D064805/1","Research Grant","Spin Outs","Imperial College London","Electrical and Electronic Engineering","Yeatman","Eric","http://orcid.org/0000-0003-0487-2693","Microsaic Systems plc","Microsaic Systems plc is a high technology company developing and marketing next generation mass spectrometry (MS) instruments for the analysis of gaseous, liquid and solid samples - providing solutions to enhance workflow and productivity.

Microsaic has successfully miniaturised mass spectrometry by integrating the key MS components onto patented chip technologies called ionchip&reg;, spraychip&reg; and vac-chip™. Microsaic's MS products retain the performance of larger, conventional MS systems but are substantially smaller, lighter, consume less energy and have lower running costs. The Company's first product, the Microsaic 3500 MiD&reg;, was launched in January 2011 and the Company launched the Microsaic 4000 MiD&reg;, the world's smallest MS system, in April 2013.

MS is widely accepted as the 'gold standard' method for identifying individual chemicals in samples and is used routinely across multiple sectors, including government, energy, utilities, pharmaceutical, diagnostics and healthcare, environmental, food and drink, security and defence, and industrial chemicals.

Microsaic partners with customers to deliver products incorporating its next generation MS and other MEMS based technologies.

History

Microsaic Systems plc was established in 2001 to develop miniaturised MS instruments based on Micro-Electro-Mechanical Systems (MEMS) originating at the highly regarded Optical and Semiconductor Devices Group at Imperial College London.

Microsaic has subsequently established a large portfolio of patents, of which 49 are granted, and six registered trademarks.

The Company has been based at headquarters in Woking, UK since September 2004 and was admitted to AIM, a market of the London Stock Exchange, in April 2011 (ticker: MSYS).","","The Company launched the Microsaic 4000 MiD&reg;, the world's smallest mass spectrometry system, in April 2013.","http://www.microsaic.com","m-453107487.832296213316000","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=m-453107487.832296213316000&grantRef=EP%2FD064805%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/D064805/1","E5327F6F-5785-4448-A508-41D59B1898C0","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","9877065F-3B13-4F70-BA4D-EA1B8D8164E6"
"EPSRC","EP/J017620/1","Research Grant","Spin Outs","University of Leeds","Mechanical Engineering","Fisher","John","","Creavo Medical Technologies Ltd (formerly Quantum Imaging)","Creavo Medical Technologies Ltd is a UK-based, privately held medical device company engaged in the development of innovative imaging technologies.
The company was formed to commercialise sensor technology developed by Professor Ben Varcoe, Chair of Quantum Information Science at Leeds University and has facilities in Leeds and in Warwickshire UK. The first application of this technology will be to aid the rapid triage and identification of patients presenting to Emergency Departments with chest pain, but who ultimately have no cardiac related diagnosis. Identifying these patients early enables them to leave expensive cardiac diagnostic pathways so releasing resources to focus on other acute patients. Creavo Medical Technologies has an experienced management team, with a mix of fundamental research, medical device commercialisation, manufacturing and global regulatory and clinical strategy.","2014","A new cardiac scanning device that could save the NHS &pound;200 million a year is being trialled at four of the UK's largest emergency departments (Bristol, Nottingham, Leicester and Sheffield). The British-made Vitalscan device, which has been developed by Creavo Medical Technologies and could revolutionise the way patients with chest pain are managed in emergency departments, works by conducting a non-invasive three to five-minute scan at a patient's bedside to rule out significant cardiac conditions, such as heart attacks. Data from the York Health Economics Consortium shows that 1.3 million A&E admissions in 2014/15 were due to chest pain. Of these, 63% ultimately had no cardiac-related condition but, the majority would still have gone through the same costly cardiac triage process of someone having a heart attack. Vitalscan has the potential to identify a significant proportion of these patients which would radically change the management of chest pain patients entering emergency departments. Conservative estimates indicate that the device could save the NHS &pound;200 million a year, the equivalent of &pound;3.85 million a week and &pound;382 a minute, easing pressure on bed space in A&E departments and reducing patient anxiety by getting patients to the correct treatment more quickly. Steve Parker, CEO Creavo Medical Technologies says: Cardiac-related chest pain is one of the biggest issues facing emergency departments in the western world due to the economic burden it places on healthcare services and the disruption it causes to inpatient care. The triage process for someone entering an emergency department with chest pain can take anywhere from six to 24 hours which places a huge amount of strain on resources. Early results from smaller sets of clinical trials indicate that Vitalscan can quickly identify and rule out significant ischemic heart disease so it prevents patients who aren't suffering from a cardiac-related condition from having to go through the lengthy, costly chest pain triage process, easing the burden on emergency departments at a time when they are facing unprecedented pressures. Creavo Medical Technologies was established to commercialise the work undertaken by Professor Ben Varcoe at the University of Leeds to develop Vitalscan, a portable, passive magnetocardiography device that measures the electromagnetic fluctuations of the heart, while maintaining the accuracy and efficacy of older SQUID devices. The start of clinical trials at Sheffield Teaching Hospitals NHS Foundation Trust, University Hospitals of Leicester NHS Trust, North Bristol NHS Trust and Nottingham University Hospitals NHS Trust marks the largest ever clinical trial of a magnetocardiography device. This will be followed by a second stage starting at three centres in the United States at Mayo Clinic Rochester, Cincinnati and Baylor Texas.","http://creavomedtech.com/","58b5990d7762b4.47100543","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=58b5990d7762b4.47100543&grantRef=EP%2FJ017620%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J017620/1","8611F984-F2D7-4983-B268-9A81FBA36BD7","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"BBSRC","BB/F528006/1","Research Grant","Spin Outs","University of Manchester","Life Sciences","Almond","Andrew","","C4XDISCOVERY PLC","C4X Discovery aims to become the world's most productive drug discovery and development company by exploiting cutting-edge technologies to design and create best-in-class drug candidates. The Company has two proprietary and synergistic software platforms &quot;Taxonomy3&reg;&quot; and &quot;Conformetrix&quot; that provide a significant competitive advantage when combined with an experienced management team. &quot;Taxonomy3&reg;&quot; is a human genetics analysis platform that utilises a unique mathematical approach to discovery and validation of drug targets for the treatment of a variety of diseases. &quot;Conformetrix&quot; determines the 3D shape of drug molecules from experimental in vitro data that enables the rapid design and discovery of novel and potent drugs for diseases with high unmet medical need across broad therapeutic areas. C4XD's drug discovery engine was further strengthened by the acquisition of technologies from Molplex Ltd, in 2016, which included a software-based system which combines chemoinformatics, computational chemistry and artificial intelligence to optimise the drug discovery process. We have a hybrid business model of wholly-owned programmes and partnerships with pharma, biotech and academics.

The Company was founded as a spin-out from the University of Manchester and has a highly experienced management team and Board who have delivered significant value creation within the healthcare sector historically.","2008","C4X Discovery operates a hybrid business model of a wholly owned pipeline of discovery programmes plus partnerships with global and international companies, from top 10 pharma through to biotech. The Company is partnered with the Structural Genomic Consortium to assist with the identification and validation of new drug targets and has several active research collaborations with academic institutions. By 2012 Conformetrix disclosed its first collaborative deal with AstraZeneca. Mike Snowden, Vice President and Head of Discovery Sciences, AstraZeneca, said at the time: We are excited to be working with Conformetrix. We believe their technology will provide a powerful addition to our hit identification and lead optimization approaches, supporting our strategic objectives to improve the quality and choice of candidate compounds for our early pipeline. In addition to an undisclosed upfront payment, Conformetrix received research funding and was eligible for milestones as certain targets are met. At the end of 2012 Conformetrix announced that it had used its technology to generate a series of potent orexin (OX-1) antagonists, with plans to progress to drug leads. Orexin is a neurotransmitter believed to play a role in a broad range of behavioral conditions, from sleep disorders to addiction. In 2013 Conformetrix was rebranded to C4XDiscovery Ltd and in the same year announced how its proprietary NMR-based technology could be used to solve the dynamic solution-structure of a small molecule antagonist of the Class B GPCR corticotropin-releasing factor receptor (CRF-1R) in just seven days. In 2014 C4XDiscovery announced new collaboration deals with Takeda Pharmaceuticals and Evotec AG. Furthermore, the company published further positive data and announced a patent filing for its selective OX-1 inhibitor programme for stress-related addictive disorders. On the basis of these positive corporate results, and to maintain investment in C4XDiscovery's programmes, the company successfully floated on the London Stock Exchange in an Oct 2014 IPO, valuing the company at &pound;31m. Further announcements since then: 2014. Renewed collaboration with Evotec AG, including co-development of selective OX-1 inhibitors. 2015. Selection of drug candidate from OX-1 programme to enter pre-clinical development. New collaboration with Structural Genomics Consortium at Oxford University. Small molecule leads against IL-17 for inflammation and autoimmune diseases. Breakthrough compounds for diabetes and inflammation. 2016. Appointment of Clive Dix as Chief Executive Officer. Acquisition of Adorial Limited (a genetic analysis company). Acquisition of MolPlex Limited (drug-discovery technologies). Further &pound;5m fundraise. New strategic multi-target, risk-sharing alliance with Evotec AG.","http://www.c4xdiscovery.com","58c6b210c438d1.84336748","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=58c6b210c438d1.84336748&grantRef=BB%2FF528006%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/F528006/1","64556259-0447-4F48-BAE6-CD0977C4FE1D","2512EF1C-401B-4222-9869-A770D4C5FAC7","68D0E3C9-9246-4CFC-B5E9-48584CF82993","E3657599-FF7F-4A9A-B17F-75539BB65421"
"EPSRC","EP/G032483/1","Research Grant","Spin Outs","University of Leeds","Mechanical Engineering","Fisher","John","","Creavo Medical Technologies Ltd (formerly Quantum Imaging)","Creavo Medical Technologies Ltd is a UK-based, privately held medical device company engaged in the development of innovative imaging technologies.
The company was formed to commercialise sensor technology developed by Professor Ben Varcoe, Chair of Quantum Information Science at Leeds University and has facilities in Leeds and in Warwickshire UK. The first application of this technology will be to aid the rapid triage and identification of patients presenting to Emergency Departments with chest pain, but who ultimately have no cardiac related diagnosis. Identifying these patients early enables them to leave expensive cardiac diagnostic pathways so releasing resources to focus on other acute patients. Creavo Medical Technologies has an experienced management team, with a mix of fundamental research, medical device commercialisation, manufacturing and global regulatory and clinical strategy.","2014","A new cardiac scanning device that could save the NHS &pound;200 million a year is being trialled at four of the UK's largest emergency departments (Bristol, Nottingham, Leicester and Sheffield). The British-made Vitalscan device, which has been developed by Creavo Medical Technologies and could revolutionise the way patients with chest pain are managed in emergency departments, works by conducting a non-invasive three to five-minute scan at a patient's bedside to rule out significant cardiac conditions, such as heart attacks. Data from the York Health Economics Consortium shows that 1.3 million A&E admissions in 2014/15 were due to chest pain. Of these, 63% ultimately had no cardiac-related condition but, the majority would still have gone through the same costly cardiac triage process of someone having a heart attack. Vitalscan has the potential to identify a significant proportion of these patients which would radically change the management of chest pain patients entering emergency departments. Conservative estimates indicate that the device could save the NHS &pound;200 million a year, the equivalent of &pound;3.85 million a week and &pound;382 a minute, easing pressure on bed space in A&E departments and reducing patient anxiety by getting patients to the correct treatment more quickly. Steve Parker, CEO Creavo Medical Technologies says: Cardiac-related chest pain is one of the biggest issues facing emergency departments in the western world due to the economic burden it places on healthcare services and the disruption it causes to inpatient care. The triage process for someone entering an emergency department with chest pain can take anywhere from six to 24 hours which places a huge amount of strain on resources. Early results from smaller sets of clinical trials indicate that Vitalscan can quickly identify and rule out significant ischemic heart disease so it prevents patients who aren't suffering from a cardiac-related condition from having to go through the lengthy, costly chest pain triage process, easing the burden on emergency departments at a time when they are facing unprecedented pressures. Creavo Medical Technologies was established to commercialise the work undertaken by Professor Ben Varcoe at the University of Leeds to develop Vitalscan, a portable, passive magnetocardiography device that measures the electromagnetic fluctuations of the heart, while maintaining the accuracy and efficacy of older SQUID devices. The start of clinical trials at Sheffield Teaching Hospitals NHS Foundation Trust, University Hospitals of Leicester NHS Trust, North Bristol NHS Trust and Nottingham University Hospitals NHS Trust marks the largest ever clinical trial of a magnetocardiography device. This will be followed by a second stage starting at three centres in the United States at Mayo Clinic Rochester, Cincinnati and Baylor Texas.","http://creavomedtech.com/","58b5990d7762b4.47100543","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=58b5990d7762b4.47100543&grantRef=EP%2FG032483%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G032483/1","F5A856A0-1962-4264-87D4-F1E0C9E4093E","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"BBSRC","BB/F528081/1","Research Grant","Spin Outs","University of Manchester","Life Sciences","Almond","Andrew","","C4XDISCOVERY PLC","C4X Discovery aims to become the world's most productive drug discovery and development company by exploiting cutting-edge technologies to design and create best-in-class drug candidates. The Company has two proprietary and synergistic software platforms &quot;Taxonomy3&reg;&quot; and &quot;Conformetrix&quot; that provide a significant competitive advantage when combined with an experienced management team. &quot;Taxonomy3&reg;&quot; is a human genetics analysis platform that utilises a unique mathematical approach to discovery and validation of drug targets for the treatment of a variety of diseases. &quot;Conformetrix&quot; determines the 3D shape of drug molecules from experimental in vitro data that enables the rapid design and discovery of novel and potent drugs for diseases with high unmet medical need across broad therapeutic areas. C4XD's drug discovery engine was further strengthened by the acquisition of technologies from Molplex Ltd, in 2016, which included a software-based system which combines chemoinformatics, computational chemistry and artificial intelligence to optimise the drug discovery process. We have a hybrid business model of wholly-owned programmes and partnerships with pharma, biotech and academics.

The Company was founded as a spin-out from the University of Manchester and has a highly experienced management team and Board who have delivered significant value creation within the healthcare sector historically.","2008","C4X Discovery operates a hybrid business model of a wholly owned pipeline of discovery programmes plus partnerships with global and international companies, from top 10 pharma through to biotech. The Company is partnered with the Structural Genomic Consortium to assist with the identification and validation of new drug targets and has several active research collaborations with academic institutions. By 2012 Conformetrix disclosed its first collaborative deal with AstraZeneca. Mike Snowden, Vice President and Head of Discovery Sciences, AstraZeneca, said at the time: We are excited to be working with Conformetrix. We believe their technology will provide a powerful addition to our hit identification and lead optimization approaches, supporting our strategic objectives to improve the quality and choice of candidate compounds for our early pipeline. In addition to an undisclosed upfront payment, Conformetrix received research funding and was eligible for milestones as certain targets are met. At the end of 2012 Conformetrix announced that it had used its technology to generate a series of potent orexin (OX-1) antagonists, with plans to progress to drug leads. Orexin is a neurotransmitter believed to play a role in a broad range of behavioral conditions, from sleep disorders to addiction. In 2013 Conformetrix was rebranded to C4XDiscovery Ltd and in the same year announced how its proprietary NMR-based technology could be used to solve the dynamic solution-structure of a small molecule antagonist of the Class B GPCR corticotropin-releasing factor receptor (CRF-1R) in just seven days. In 2014 C4XDiscovery announced new collaboration deals with Takeda Pharmaceuticals and Evotec AG. Furthermore, the company published further positive data and announced a patent filing for its selective OX-1 inhibitor programme for stress-related addictive disorders. On the basis of these positive corporate results, and to maintain investment in C4XDiscovery's programmes, the company successfully floated on the London Stock Exchange in an Oct 2014 IPO, valuing the company at &pound;31m. Further announcements since then: 2014. Renewed collaboration with Evotec AG, including co-development of selective OX-1 inhibitors. 2015. Selection of drug candidate from OX-1 programme to enter pre-clinical development. New collaboration with Structural Genomics Consortium at Oxford University. Small molecule leads against IL-17 for inflammation and autoimmune diseases. Breakthrough compounds for diabetes and inflammation. 2016. Appointment of Clive Dix as Chief Executive Officer. Acquisition of Adorial Limited (a genetic analysis company). Acquisition of MolPlex Limited (drug-discovery technologies). Further &pound;5m fundraise. New strategic multi-target, risk-sharing alliance with Evotec AG.","http://www.c4xdiscovery.com","58c6b210c438d1.84336748","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=58c6b210c438d1.84336748&grantRef=BB%2FF528081%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/F528081/1","5708E87A-53EB-4C50-AF5C-D2F64288C3FC","2512EF1C-401B-4222-9869-A770D4C5FAC7","68D0E3C9-9246-4CFC-B5E9-48584CF82993","E3657599-FF7F-4A9A-B17F-75539BB65421"
