"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Influence","Type of Influence","Guideline Title","Geographic Reach","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"ESRC","ES/R009708/1","Research Grant","Policy Influence","London School of Economics & Pol Sci","Grantham Research Inst on Climate Change","Conway","Declan","","Modeule for LSE Executive Education on Climate Change Summer School (Surminski)","Influenced training of practitioners or researchers",,"Multiple continents/international","Swenja Surminski, based at the Grantham Research Institute (GRI), delivered adaptation module during this multi-disciplinary five-day course (10-14 June 2019), which provided an in-depth overview of the economics and governance of climate change, and the risks and opportunities they present for a range of organisations. This course is given to professional practitioners to deepen their knowledge on the relevant of climate change and its impacts on different sectors, transferring skills and knowledge exchange with both the public and private sector. Practitioners expressed improved knowledge and skills, that they can practically apply in the professional roles; follow-up discussions with several participants, aksing for further input and indivdiual discussion of corporate climate risks.",,"5e62887aa23a84.02052113","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e62887aa23a84.02052113&grantRef=ES%2FR009708%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/R009708/1","65E087E3-DF08-47FE-ABD4-56943F8B7E54","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC177B1F-35EE-4B74-981D-E8382EE3D18C","6AFB3067-11A7-4955-BE23-56326AED60F9"
"EPSRC","EP/L024357/1","Research Grant","Policy Influence","University of Oxford","Mathematical Institute","Grindrod","Peter","","Influence on Department of Energy and Climate Change Building Energy Efficiency Survey (Janda)","Participation in a advisory committee",,"National","BEES gathers and conveys information on energy efficiency consumption and abatement potential in the UK non-domestic sector, across 10 different sectors (e.g., schools, hospitality, offices, etc.) and a further 50 subsectors.",,"56bf7b51c24792.66037047","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56bf7b51c24792.66037047&grantRef=EP%2FL024357%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L024357/1","156CCBD5-E0A6-4E0E-ADCC-7D0877BA6A15","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","DEA6A7A2-E6E7-481F-B684-9DA17D000B2E"
"NERC","NE/J024082/1","Research Grant","Policy Influence","Scottish Association For Marine Science","Scottish Association For Marine Science","Burrows","Michael","","JNCC - Development of an MSFD intertidal rocky shore indicator for climate change response","Citation in systematic reviews",,"Europe",,,"5aa653760eeac9.10638974","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5aa653760eeac9.10638974&grantRef=NE%2FJ024082%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J024082/1","38A6207F-5F47-4BE9-B8A5-7635120ADECB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","1ED25A21-FD91-4EC2-A06F-724F9F2CDC3D","3A10452F-D7E7-4C4C-8D4C-84C6DD9E7390"
"NERC","NE/M02041X/1","Research Grant","Policy Influence","Aurecon","Cape Town","Cullis","James","","Integrating Climate Change in to the Windhoek Water and Sanitation Masterplan","Participation in a national consultation",,"Africa","We are currently integrating the learnings from FRACTAL into the development of the Windhoek Water and Sanitation Master Plan.",,"5e67230d4537b1.05520303","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e67230d4537b1.05520303&grantRef=NE%2FM02041X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M02041X/1","F037809D-A1D2-4C71-AE4D-A1A45D312A4C","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","63886471-FBE5-4B53-834F-343076379EAB","80E587A1-DDDD-42E4-93B8-A03CEBF533EA"
"EPSRC","EP/S029575/1","Research Grant","Policy Influence","University College London","Bartlett Sch of Env, Energy & Resources","Gross","Robert","","Meeting with Wera Hobhouse MP, Liberal Democrat spokesperson on energy and climate change, 20th May 2019","Participation in a national consultation",,"National","Briefing meeting with Wera Hobhouse MP, Liberal Democrat spokesperson on energy and climate change and her staff about energy and climate change policy priorities to meet net zero. Wera was new to the role, and asked for this meeting to find out more about UKERC's work and what evidence we have that could help to shape Liberal Democrat policy positions. House of Commons, 20th May 2019",,"5e6747a7d96cd0.87182900","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e6747a7d96cd0.87182900&grantRef=EP%2FS029575%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S029575/1","70BEF898-25AE-4915-BFB9-C5F6DD5AB6E2","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","0C50B210-2081-4030-A0FB-D66508C37B46"
"EPSRC","EP/K027050/1","Research Grant","Policy Influence","Newcastle University","Sch of Engineering","Glendinning","Stephanie","","iSMART - UK climate change risk assessment (CCRA) - Evidence Report (currently being drafted) - Chapter 4 Infrastructure","Gave evidence to a government review",,"National",,"https://www.theccc.org.uk/UK-climate-change-risk-assessment-2017/","56965774ccc1c0.71026788","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56965774ccc1c0.71026788&grantRef=EP%2FK027050%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K027050/1","01CACC39-321C-43B4-BE58-9E8F4CAFE528","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","272472C9-297D-4575-A89C-D4EDE536B392"
"NERC","NE/P015638/1","Research Grant","Policy Influence","University of East Anglia","Tyndall Centre","Le Quéré","Corinne","","Contributing author to the Intergovernmental Panel on Climate Change, Assessment Report 6, Working Group II","Gave evidence to a government review",,"Africa",,"https://report.ipcc.ch/ar6wg2/pdf/IPCC_AR6_WGII_FinalDraft_FullReport.pdf","6221da33bb3562.62060607","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6221da33bb3562.62060607&grantRef=NE%2FP015638%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P015638/1","632EF723-74E3-4BDF-9EC1-B00053F2535D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","D4F7D8F7-2650-4378-98D2-6F9E7E8D504E"
"ESRC","ES/V008935/1","Research Grant","Policy Influence","Queen's University of Belfast","Sch of Hist, Anthrop, Philos & Politics","Gravey","Viviane","","Submission to NI AERA Committee inquiry on Climate Change Bill 2","Participation in a national consultation",,"Local/Municipal/Regional",,"https://consult.nia-yourassembly.org.uk/agrienvra/climate-change-no-2-bill/consultation/view_respondent?show_all_questions=0&sort=submitted&order=ascending&_q__text=gravey&uuId=580851153","622b7e9158fd55.68798965","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=622b7e9158fd55.68798965&grantRef=ES%2FV008935%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/V008935/1","1B135BF9-7CC9-42E8-A4AB-B45084FDD082","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC23DA53-CA73-4104-A3F6-2A9523484E69","8A2E181D-9354-460A-A5EC-624857033025"
"ESRC","ES/V008935/1","Research Grant","Policy Influence","Queen's University of Belfast","Sch of Hist, Anthrop, Philos & Politics","Gravey","Viviane","","Submission to NI Agriculture Environment Rural Affairs Committee report on Climate Change Bill 1","Participation in a national consultation",,"Local/Municipal/Regional",,"https://consult.nia-yourassembly.org.uk/agrienvra/climate-change-bill/consultation/view_respondent?show_all_questions=0&sort=submitted&order=ascending&_q__text=gravey&uuId=537246952","622b7e2bacbaf8.16249479","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=622b7e2bacbaf8.16249479&grantRef=ES%2FV008935%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/V008935/1","1B135BF9-7CC9-42E8-A4AB-B45084FDD082","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC23DA53-CA73-4104-A3F6-2A9523484E69","8A2E181D-9354-460A-A5EC-624857033025"
"NERC","NE/M018199/1","Fellowship","Policy Influence","University of Leeds","School of Earth and Environment","Maycock","Amanda","","Lead Author of Intergovernmental Panel on Climate Change Sixth Assessment Report","Participation in a advisory committee",,"Multiple continents/international",,,"5c882198cc9009.85341666","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c882198cc9009.85341666&grantRef=NE%2FM018199%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M018199/1","BEE08C11-D816-402A-944F-AB4199F42D48","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","83D87776-5958-42AE-889D-B8AECF16B468","0131E012-F028-4F23-889E-587792EF1723"
"NERC","NE/R016518/1","Research Grant","Policy Influence","University of Leicester","National Centre for Earth Observation","Remedios","John","","Government approval of Intergovernmental Panel on Climate Change Summary for Policy Makers","Participation in a advisory committee",,"Multiple continents/international","This reached all UN countries and provided baseline evidence for which policy to mitigate damage to livelihoods, infrastructure and ecosystems from climate change","https://www.ipcc.ch/report/ar6/wg1/","62023fd5ca4f86.48230784","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=62023fd5ca4f86.48230784&grantRef=NE%2FR016518%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R016518/1","A1B1CB51-8516-4416-A1E7-B85599ED686F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C842A34F-18F7-454D-A259-FED802368496","C98CBD05-5156-46C4-BFB3-BD2177826BC6"
"EPSRC","EP/K000438/2","Research Grant","Policy Influence","University of Leeds","Institute for Transport Studies","Anable","Jillian","http://orcid.org/0000-0002-4259-1641","Advice to Comitttee on Climate Change for their Fifth Carbon Budget Review","Gave evidence to a government review",,"National",,"https://www.theccc.org.uk/publication/the-fifth-carbon-budget-the-next-step-towards-a-low-carbon-economy/","56dffd875bcf09.22045231","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56dffd875bcf09.22045231&grantRef=EP%2FK000438%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000438/2","8B58EA8E-75E6-42DC-85CB-CCC92019D4B2","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","16DDF4A5-BC4E-4F86-91BE-2ECD0E7322F6"
"EPSRC","EP/N017064/1","Research Grant","Policy Influence","University of Oxford","Environmental Change Institute SoGE","Hall","Jim","http://orcid.org/0000-0002-2024-9191","'Interacting risks' Draft UK Climate Change Risk Assessment (CCRA) research project, GH/0718[2]. (Sept 2018)","Participation in a national consultation",,"National","The purpose of this project is to inform the Adaptation Sub-Committee's (ASC) Evidence Report for the upcoming UK Climate Change Risk Assessment 3 (CCRA3), the ASC is commissioning a range of research projects funded by Defra, the devolved administrations and research councils, which aim to improve the science and impact of the CCRA. This specific project aims to assess and prioritise risks deriving from interactions and cascading effects between the natural environment, built environment and infrastructure, allowing policy makers to understand how to achieve desired outcomes at least cost and avoid unintended consequences. The results will be used throughout the Evidence Report to highlight cross-cutting issues. Unless cross-cutting issues are considered, actions could be ineffective, sub-optimal in terms of their costs and benefits, or lead to unintended consequences.
The current evidence on interacting risks was considered in the chapter for the 2016 Evidence Report on cross-cutting issues. 
The project aims and objects include considering climate risks and their effect on the natural/built environment and infratructure; how these interactions affect the overall level of risk, risk likelihood, risk by different locations; risk prioritization; how risk may be addressed.

The methodology will require an approach to conducting a literature review of existing systems models (for example ITRC/NISMOD, TIM model, National Infrastructure Commission modelling) to include an assessment of what models can do and their benefits and limitations. In addition, assessing the interactions of climate risks between the natural and built environments, and infrastructure, taken from the results of existing systems models and previous analysis conducted for CCRA1 and CCRA2. A framework for prioritising interactions will be required, and how the research results can be used in the ASC's assessment of urgency in CCRA3, and by adaptation decision makers in policy making.

The final report is to be prepared for publishing on the ASC's website during January 2020.

The budget for this project is up to &pound;240,000 excluding VAT (&pound;300,000 including VAT); 40% of the payments need to be made in the financial year 2018/19 and 60% in the financial year 2019/20.","https://www.contractsfinder.service.gov.uk/Notice/Attachment/2268a57d-c8b7-41ea-89a8-5145276e731d","5b979c4d7a1ef6.15907406","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5b979c4d7a1ef6.15907406&grantRef=EP%2FN017064%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N017064/1","55486ADB-5882-4A5B-AAE7-B981CC91A4BB","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","87375C3E-B225-4673-97F3-11C566ED0D4F"
"NERC","NE/N006054/1","Research Grant","Policy Influence","University of Reading","Meteorology","Allan","Richard","http://orcid.org/0000-0003-0264-9447","Government approval of Intergovernmental Panel on Climate Change Summary for Policy Makers","Participation in a advisory committee",,"Multiple continents/international","This reached all UN countries and provided baseline evidence for which policy to mitigate damage to livelihoods, infrastructure and ecosystems from climate change","https://www.ipcc.ch/report/ar6/wg1/","62023fd5ca4f86.48230784","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=62023fd5ca4f86.48230784&grantRef=NE%2FN006054%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N006054/1","44DE4BC4-85F8-4B88-BA87-C7974344303E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","E89C3602-0FB4-4044-A918-58966B8A10B2","F0238389-3253-4F49-AAE7-D8FB9B48DE90"
"NERC","NE/J500768/1","Fellowship","Policy Influence","University of Manchester","Environment, Education and Development","McMorrow","Julia","","Citations in POSTNote 603, Climate Change and UK Wildfire; contributed evidence and served as external reviewer","Participation in a national consultation",,"National",,"https://researchbriefings.parliament.uk/ResearchBriefing/Summary/POST-PN-0603","5e6671577097d6.20829353","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e6671577097d6.20829353&grantRef=NE%2FJ500768%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J500768/1","FA9457F3-4EF3-4EE4-8030-FF3A20A933C4","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","68D0E3C9-9246-4CFC-B5E9-48584CF82993","DD285157-FD32-4A46-BB86-10E063114491"
"NERC","NE/N019180/1","Research Grant","Policy Influence","Newcastle University","Civil Engineering and Geosciences","Dawson","Richard","http://orcid.org/0000-0003-3158-5868","Chaired the Infrastructure Section of the 2017 UK Climate Change Risk Assessment (CCRA)","Membership of a guideline committee",,"National","The CCRA conclusions were accepted by government. They are currently developing an adaptation strategy to address the risks identified.","https://www.theccc.org.uk/tackling-climate-change/preparing-for-climate-change/climate-change-risk-assessment-2017/","58bd330743c2c8.83521999","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58bd330743c2c8.83521999&grantRef=NE%2FN019180%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N019180/1","2ED54E5D-5CB0-4269-9249-E4B404A30993","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","5E1569E2-4B9C-4DAD-848A-7C2F6BD3CB02"
"EPSRC","EP/R00742X/1","Fellowship","Policy Influence","Newcastle University","Sch of Engineering","Pregnolato","Maria","http://orcid.org/0000-0003-0796-9618","Contribution to the Parliament POSTnote Infrastructure and climate change","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"National","More awareness about impact of climate to transport","https://bit.ly/34efvfK","6033b46d6381d1.86235236","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6033b46d6381d1.86235236&grantRef=EP%2FR00742X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R00742X/1","C2A211E5-24AC-47D5-9B1D-E1155C94DC6E","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","1C9CA17A-BABE-4A29-964C-3A38639242FA"
"EPSRC","EP/K022288/1","Fellowship","Policy Influence","University of Leeds","Chemical and Process Engineering","Bale","Catherine","","Individual contribution to the Committee on Climate Change Fifth Carbon Budget","Membership of a guideline committee",,"National",,"https://documents.theccc.org.uk/wp-content/uploads/2015/11/Committee-on-Climate-Change-Fifth-Carbon-Budget-Report.pdf","56d97b8fbcfc41.48584317","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56d97b8fbcfc41.48584317&grantRef=EP%2FK022288%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K022288/1","138ECABA-1A16-41D3-B89A-FCF4F0C6017F","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","716BEF29-E36F-4BEE-9BFA-34B02D54B15C"
"EPSRC","EP/F037422/1","Research Grant","Policy Influence","Newcastle University","Civil Engineering and Geosciences","Fowler","Hayley Jane","http://orcid.org/0000-0001-8848-3606","Invited Expert Reviewer, UK Climate Change Risk Assessment Evidence Report 2016","Gave evidence to a government review",,"National",,,"58bd56be52dbe8.34105790","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58bd56be52dbe8.34105790&grantRef=EP%2FF037422%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/F037422/1","8DCB369E-742F-4639-992F-FF65E3F854D3","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","B71F853D-B92E-4B9C-B0B5-58B4BA12EA7C"
"ESRC","ES/S008160/1","Research Grant","Policy Influence","World Conservation Monitoring Ctr WCMC","Science Unit","Burgess","Neil","http://orcid.org/0000-0003-2291-4535","Contribution to the UCL CBER response to Call for evidence: Biodiversity and Ecosystems form the UK Environmental Audit Committee - Silvia Ceausu","Gave evidence to a government review",,"National",,,"604650b85049d3.07824825","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=604650b85049d3.07824825&grantRef=ES%2FS008160%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S008160/1","D18DFBAF-49DE-4450-BBAB-8944BB4486C8","924BE15C-91F2-4AAD-941A-3F338324B6AE","A6506354-2A10-47E9-B0DF-5AC4EDDD4C97","CD0A92C9-887B-4968-AA9E-B62C4DBFE28D"
"NERC","NE/P006698/1","Fellowship","Policy Influence","Plymouth Marine Laboratory","Plymouth Marine Lab","Turley","Carol","","Invited participation in US-State Department (John Kerry) hosted Our Ocean Conference (Washington DC, 15-16 September 2016), involving multiple stakeholders and international policy makers","Participation in a national consultation",,"Multiple continents/international","Participants in the third Our Ocean conference, held September 15-16 in Washington, D.C., announced over 136 new initiatives on marine conservation and protection valued at more than $5.24 billion, as well as new commitments on the protection of almost four million square kilometers (over 1.5 million square miles) of the ocean.
To date the three Our Ocean conferences have generated commitments valued at over $9.2 billion&nbsp;to protect our ocean and committed to protect 9.9 million square kilometers (3.8 million square miles) of ocean - an area the size of the United States. The commitments focus on the key ocean issues of our time: marine protected areas, sustainable fisheries, marine pollution, and climate-related impacts on the ocean.","http://ourocean2016.org/","58b860d06918d4.02536625","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b860d06918d4.02536625&grantRef=NE%2FP006698%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P006698/1","A75ED442-3069-44F9-A911-52D5AD546644","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","0F69C48C-3CF7-4EAE-9695-A6679269E186"
"NERC","NE/R015953/1","Research Grant","Policy Influence","National Oceanography Centre","Science and Technology","Hatton","Angela","","NHM hosted High Seas Biodiversity / Deep-Sea Mining Discussion Event, with Foreign Office, and DEFRA, representatives. Natural History Museum, 11 June 2019","Gave evidence to a government review",,"Multiple continents/international","Dr Tammy Horton provided specialist advice on High Seas Biodiversity and environmental impacts of Deep-Sea Mining to UK Foreign Office, and DEFRA, representatives.",,"5e68c7f1e6f075.02025283","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e68c7f1e6f075.02025283&grantRef=NE%2FR015953%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R015953/1","022107DA-6A34-4E7D-8F15-B4C1C3C256EF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4DB630C7-7E13-4610-A1C3-29601903CEE3","A10997AA-D8CE-49AD-B2D8-1EF46772A2C0"
"NERC","NE/R007160/1","Fellowship","Policy Influence","University of Sheffield","Geography","Reynolds","Christian","http://orcid.org/0000-0002-1073-7394","RETAIL SURVEY 2019 HELPING CONSUMERS REDUCE FOOD WASTE THROUGH BETTER LABELLING AND PRODUCT CHANGES","Citation in other policy documents",,"National","This report is published by WRAP, it draws its information from a model co-developed with the University of Sheffield as part of Project : WRAP (IIKE): Simulating Household Food Waste- R/153660., which was inturn based on research carried out as part of Linking sustainable food with food waste in policy; a NERC innovation placement in WRAP. 

Video evidence of this impact can be seen here: https://www.linkedin.com/posts/olibarrett_bbcworklife-knowyouronions-activity-6597420647473905664-V_I0","https://www.wrap.org.uk/content/retail-survey-2019","5e697b05238328.10611184","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e697b05238328.10611184&grantRef=NE%2FR007160%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R007160/1","4720C2A1-7A03-4C09-8B01-922DBF8038D8","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","12B1B20E-5AB0-44B6-BC1E-279F768A7CEB"
"ESRC","ES/P011500/1","Research Grant","Policy Influence","World Conservation Monitoring Ctr WCMC","Science Unit","Burgess","Neil","http://orcid.org/0000-0003-2291-4535","Stakeholders Environmental Assessment for Wind Power and Biodiversity in Kenya National Consultative Meeting, 12 March 2019, National Museums of Kenya, Nairobi, Kenya.","Gave evidence to a government review",,"Africa",,,"5e68e9bef20f82.12468261","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e68e9bef20f82.12468261&grantRef=ES%2FP011500%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P011500/1","049E08E9-F787-4E2A-B3EF-188E0F6BA3EC","924BE15C-91F2-4AAD-941A-3F338324B6AE","A6506354-2A10-47E9-B0DF-5AC4EDDD4C97","CD0A92C9-887B-4968-AA9E-B62C4DBFE28D"
"AHRC","AH/K006088/1","Research Grant","Policy Influence","Birkbeck College","History Classics and Archaeology","Trentmann","Frank","","Saijo, Japan, energy past, present and future","Citation in other policy documents",,"Asia","The project's case study on the history of Japan's renewable energy has assisted Saijo City Office - the city was the place where Japan's largest solar PV experiment was conducted between 1981 and 1992 - to re-discover its legacy of renewable energy development. It had impact within the city office and among the local community: our project received a mention in the municipal parliament and one of our study events was reported in a regional newspaper (circulation approx. 260,000). The project's findings have also been used in the five study events for Saijo High Schools in Japan and in the UK. These events were organised around the project's research themes which were used not only in lectures but also as the case studies and discussion topics for students to think deeply about current energy problems and the future challenges of creating a sustainable society. Furthermore, for Saijo City, the project organised an art competition and a public event in 2016. The art competition raised awareness of energy and environmental issues among the city's schoolchildren, while the public event contributed to consolidate the city's energy policy. A visible impact was the city's 'renewable building programme' (Jan 2017) that was directly and indirectly informed by the collaboration between the city and the project.","http://www.city.saijo.ehime.jp/site/gikai/280302.html","56d99b9c41a5e6.44308881","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56d99b9c41a5e6.44308881&grantRef=AH%2FK006088%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/K006088/1","D3BE87D5-00DF-48A1-8AC1-5CAF20151A8E","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","3E18DACB-05AA-4C71-88FB-C909A8311BB5","E00FD4A6-B710-4A74-9F4C-F6E0D942806E"
