"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId","School","College"
"BBSRC","BB/M01262X/2","University of Edinburgh","Roslin Institute","Research Grant","Kao","Rowland","Raymond","http://orcid.org/0000-0003-0919-6401",NA,NA,NA,NA,"US-UK Collab: Mycobacterial Transmission Dynamics in Agricultural Systems: Integrating Phylogenetics, Epidemiology, Ecology, and Economics","14/09/2017","13/08/2019",109862,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M01262X/2","F9FB8104-F4B4-45C3-856B-0D4C02D0E4E8","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C78CD66D-B189-40F1-8C05-89A6DBE574E8","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"EPSRC","EP/M011100/1","University of Edinburgh","Edinburgh Parallel Computing Centre","Research Grant","Weiland","Michele",NA,"http://orcid.org/0000-0003-4713-3073",NA,NA,NA,NA,"A new simulation and optimisation platform for marine technology","30/03/2015","29/03/2018",46284,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M011100/1","EF9AC335-AD9B-4BC7-8AE8-538B26039290","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","188FCC5C-9130-4DEF-B04B-6C09F833659E","Other","Other"
"NERC","NE/H012001/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Lyall","Catherine",NA,NA,NA,NA,NA,NA,"QUEST: Capturing Lessons for Interdisciplinarity","31/05/2010","30/05/2011",117898,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H012001/1","96E16C30-394B-4B76-8003-915CB7802C17","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E0ABFC63-977A-4B3A-9DEF-60F15159D646","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"ESRC","ES/T004002/1","University of Edinburgh","Moray House School of Education","Research Grant","Tisdall","Elizabeth","Kay",NA,NA,NA,NA,NA,"Safe, Inclusive Participative Pedagogy: Improving Early Childhood Education in Fragile Contexts","20/01/2020","19/01/2024",1709654,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/T004002/1","5A5AE46F-7441-4CC9-B603-129DD179BDEC","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E5206BEA-B8B2-421F-A662-839E9D627786","Moray House School of Education and Sport","College of Arts, Humanities & Social Sciences"
"NERC","NE/D009901/1","University of Edinburgh","Sch of Geosciences","Fellowship","Woulds","Clare",NA,NA,NA,NA,NA,NA,"Tracer studies of faunal organic matter transformation in marine sediments, and the wider role of seafloor faunal communities in C cycling","30/06/2006","29/04/2009",209585,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/D009901/1","3E7AA823-9DCA-4510-AF86-040BFA737D5E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","4961A3AC-8073-4389-84DF-EEE1DE6D6BFA","School of Geosciences","College of Science and Engineering"
"NERC","NE/H525546/1","University of Edinburgh","Sch of Biological Sciences","Training Grant","Jeffree","Christopher Edward",NA,NA,NA,NA,NA,NA,"MSc in the Biodiversity and Taxonomy of Plants. Masters Training Grant (MTG) to provide funding for 8 full studentships for two years.","31/08/2009","30/08/2011",209024,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H525546/1","8C350FD8-DC15-4655-B11A-FBA0356EEF07","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","1BC18E90-E4B8-4F8D-90AF-ECB27EEABCA5","School of Biological Sciences","College of Science and Engineering"
"BBSRC","BB/M026140/1","University of Edinburgh","The Roslin Institute","Research Grant","Houston","Ross",NA,NA,NA,NA,NA,NA,"Investigation of Host Genetic Resistance to Oyster Herpes Virus using a High Density SNP Array","31/03/2015","30/03/2017",249323,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M026140/1","D3E76BB6-248C-4B58-9E6C-FD701DCAE7D5","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AEF3FD20-9B6A-4C56-B01F-2E70CCB9ABC5","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"NERC","NE/E011136/1","University of Edinburgh","Sch of Geosciences","Research Grant","McFiggans","Gordon","Bruce",NA,NA,NA,NA,NA,"Aerosol Coupling in the Earth System (ACES)","31/08/2007","29/04/2012",173231,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E011136/1","8C721C70-DB1E-47EF-B88C-9D160B6D5938","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","A757DCA4-11A9-4E31-A909-4178F9A4326C","School of Geosciences","College of Science and Engineering"
"NERC","NE/E013066/1","University of Edinburgh","Sch of Biological Sciences","Fellowship","Collins","Sinead","Andrea",NA,NA,NA,NA,NA,"Adaptation in complex scenarios","30/09/2007","29/09/2010",283211,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E013066/1","5045C3A9-7E1F-4B17-A206-1892DDF8A275","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","66667C78-CE10-471C-9930-43E57821ECAA","School of Biological Sciences","College of Science and Engineering"
"BBSRC","BB/S017712/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Rosser","Susan","Jane",NA,NA,NA,NA,NA,"Harnessing enzymes from plants for selective functionalisation of triterpenoid scaffolds","30/06/2019","29/06/2023",386778,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S017712/1","37D92D83-F4F8-4D48-BCEA-1A1B25505FBF","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0BF12FB6-EEAD-4536-BC76-BA5D67259245","School of Biological Sciences","College of Science and Engineering"
"BBSRC","BBS/E/D/20251968","University of Edinburgh","The Roslin Institute","Intramural","Gill","Andrew","Christopher","http://orcid.org/0000-0001-5201-9473",NA,NA,NA,NA,"Determining transmission characteristics of endemic and emerging TSEs","31/03/2012","30/03/2017",NA,2918894,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/D/20251968","29CCC5C5-0909-46B5-8959-FB6F8B1AC711","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8C461B7D-12CA-49CE-8D96-46F91D095EAE","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"EPSRC","EP/V049348/1","University of Edinburgh","Sch of Engineering","Research Grant","McHale","Glen",NA,"http://orcid.org/0000-0002-8519-7986",NA,NA,NA,NA,"Biofilm Resistant Liquid-like Solid Surfaces in Flow Situations","24/01/2022","23/01/2025",477842,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/V049348/1","DA4030A3-4491-4AB0-89D9-0D222D0B5F7E","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","DA341448-98C0-43DE-8797-70454C1407EF","School of Engineering","College of Science and Engineering"
"MRC","MR/R000093/1","University of Edinburgh","Sch of Biomedical Sciences","Research Grant","Woolhouse","Mark","EJ","http://orcid.org/0000-0003-3765-8167",NA,NA,NA,NA,"Selection and Transmission of Antimicrobial Resistance in Complex Systems","01/02/2017","29/06/2020",304827,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/R000093/1","C5EC1E84-89B4-40F9-92A4-F92F552D0C1B","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","87CCBF67-4E00-4083-BB7F-8A372873043B","Medical School","College of Medicine & Veterinary Medicine"
"NERC","NE/I022205/1","University of Edinburgh","Sch of Geosciences","Research Grant","Fitton","Godfrey",NA,NA,NA,NA,NA,NA,"Testing the mantle plume hypothesis through IODP drilling on the Louisville Seamounts","12/12/2010","30/08/2013",14022,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I022205/1","C1328B38-4CF6-4037-88BA-7F51F98C567C","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA225ED-97B6-46B6-A33C-3C3A6BCF6D63","School of Geosciences","College of Science and Engineering"
"ESRC","ES/W007002/1","University of Edinburgh","Sch of Social and Political Science","Fellowship","Harris","Laura",NA,"http://orcid.org/0000-0001-9146-1168",NA,NA,NA,NA,"Artful Sociologies: Exploring Avenues for Interdisciplinarity Between Sociology and the Art World","30/09/2021","29/09/2022",95746,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/W007002/1","7CDD7F04-AB84-4640-81F0-01E188044824","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","A601B437-4FFC-48D7-BC54-8A0588520407","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"MRC","MR/V030043/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Medvinsky","Alexander",NA,NA,NA,NA,NA,NA,"UNDERSTANDING MOLECULAR MECHANISMS UNDERLYING DEVELOPMENT OF HIGHLY REGENERATIVE HUMAN HAEMATOPOIETIC STEM CELLS","30/09/2021","29/09/2024",720491,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/V030043/1","5D29DD33-23BA-4BC5-BBED-74C09D73AE7C","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D6BBD01A-3F5B-493C-847A-6B0CD71AA220","School of Biological Sciences","College of Science and Engineering"
"AHRC","AH/S004459/2","University of Edinburgh","Sch of Geosciences","Fellowship","Olden","Ruth",NA,NA,NA,NA,NA,NA,"Therapeutic placemaking as a pathway to improved public health: realising our health and care centres of the future","01/08/2020","29/06/2022",108188,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S004459/2","38800987-8ADF-4EC4-A5F2-5AEFBE625FCE","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2DB7ED73-8E89-457A-A395-FAC12F929C1A","A3000627-D060-43EA-A066-7913FDB83A21","School of Geosciences","College of Science and Engineering"
"NERC","NE/P004725/1","University of Edinburgh","Sch of Geosciences","Research Grant","Keane","Aidan",NA,NA,NA,NA,NA,NA,"Coping with El Nino in Tanzania: Differentiated local impacts and household-level responses","29/04/2016","17/05/2018",258484,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P004725/1","0FD71B98-8A51-4BF3-BEE3-DDAD78AD10CA","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0FC74B50-C903-4477-86FB-08F685A87FF4","School of Geosciences","College of Science and Engineering"
"NERC","NE/P008933/1","University of Edinburgh","Sch of Geosciences","Research Grant","Wright","David",NA,NA,NA,NA,NA,NA,"Market study to assess the market acceptability of CSEM and to quantify the Economic and environmental benefits","13/07/2016","12/10/2016",9677,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P008933/1","CB8C530C-7A83-4290-B53D-2621E1CE69CB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B655013C-4CDD-4AFE-9651-54B7FB22DC41","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/E013236/1","University of Edinburgh","Sch of Engineering","Research Grant","Duren","Tina",NA,NA,NA,NA,NA,NA,"Optimising molecular architectures for heterogeneous catalysis in nanoporous solids","30/09/2006","31/12/2008",46872,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E013236/1","93F4E72F-23EF-4A27-8873-1EDC1A5FA412","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AD908D7D-14FA-4B2B-A929-A2A7A39AC67C","School of Engineering","College of Science and Engineering"
"STFC","ST/M004961/1","University of Edinburgh","Sch of Physics and Astronomy","Research Grant","Clarke","Peter",NA,NA,NA,NA,NA,NA,"GridPP4+ Edinburgh one year extension for staff support","31/03/2015","30/03/2016",122946,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/M004961/1","91578F4E-900B-4239-BAE3-5A5FDB0E893F","D7F4F462-0518-4784-908A-D12633C139B3","2DB7ED73-8E89-457A-A395-FAC12F929C1A","09556D1D-6C9F-475A-8F4E-2B70A2A5D8D1","School of Physics and Astronomy","College of Science and Engineering"
"MRC","MR/V034294/1","University of Edinburgh","Centre for Cardiovascular Science","Research Grant","Reynolds","Rebecca",NA,NA,NA,NA,NA,NA,"Born in Scotland in the 2020s - Pilot study","30/09/2021","30/03/2023",879708,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/V034294/1","13A9A183-41F7-4491-8A48-5D021ADE1986","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3B2E2A6E-DFAD-4CB6-828A-F0B5767FA5CE","Other","Other"
"ESRC","ES/P009670/1","University of Edinburgh","Moray House School of Education","Fellowship","Wang","Yuchen",NA,"http://orcid.org/0000-0002-9495-917X",NA,NA,NA,NA,"Counting every child in: promoting inclusive and quality education for disabled children in China","01/01/2017","31/12/2017",0,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P009670/1","DF04C9FB-5A48-4E7A-B36B-C4E5B831F667","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AE76D6C9-7539-4C8F-A3FE-9EC9FCBC5E96","Moray House School of Education and Sport","College of Arts, Humanities & Social Sciences"
"NERC","NE/I015663/1","University of Edinburgh","Sch of Geosciences","Research Grant","Palmer","Paul",NA,NA,NA,NA,NA,NA,"Characterisation of the Near-Field Eyjafjallaj&ouml;kull Volcanic Plume and its Long-range Influence","31/03/2011","29/02/2016",141922,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I015663/1","B75EB449-9083-4C84-9AEA-9276CA6EA4FE","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F64F8711-B1DE-406B-B648-5A427216B839","School of Geosciences","College of Science and Engineering"
"STFC","ST/T001240/1","University of Edinburgh","Sch of Physics and Astronomy","Research Grant","Clarke","Peter",NA,NA,NA,NA,NA,NA,"GridPP6 Edinburgh Staff Grant","31/03/2020","31/03/2024",697115,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/T001240/1","3BEC99D7-B1A9-4FB9-AB0F-6F07F526894F","D7F4F462-0518-4784-908A-D12633C139B3","2DB7ED73-8E89-457A-A395-FAC12F929C1A","09556D1D-6C9F-475A-8F4E-2B70A2A5D8D1","School of Physics and Astronomy","College of Science and Engineering"
"EPSRC","EP/J014133/1","University of Edinburgh","Edinburgh Parallel Computing Centre","Research Grant","Smith","Lorna","Alice",NA,NA,NA,NA,NA,"Potential Energy Surfaces of Various Accuracy for Bio-molecular Simulations","18/11/2011","16/08/2012",44726,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J014133/1","EC8ABD04-CBEE-4388-A6D1-87238AABAE01","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E48794AE-B0B0-4FCB-A68D-80BDE25F1A67","Other","Other"
"EPSRC","EP/T027037/1","University of Edinburgh","Sch of Informatics","Research Grant","Aspinall","David",NA,NA,NA,NA,NA,NA,"AISEC: AI Secure and Explainable by Construction","31/08/2020","30/08/2023",670675,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T027037/1","60C1382A-0CD8-4AF1-9B24-AEDE074E9C44","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","60E256F6-C34F-4988-9E25-24D017CB8931","School of Informatics","College of Science and Engineering"
"NERC","NE/R010609/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Twyford","Alexander","David","http://orcid.org/0000-0002-8746-6617",NA,NA,NA,NA,"Ecological speciation and host adaptation in a parasitic plant","07/07/2018","02/04/2022",304407,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R010609/1","F8941A3D-CB56-446E-AE57-463998082CF6","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B77A9DF2-17D5-4142-84C8-48A74532EE57","School of Biological Sciences","College of Science and Engineering"
"STFC","ST/N001370/1","University of Edinburgh","Sch of Physics and Astronomy","Research Grant","Clarke","Peter",NA,NA,NA,NA,NA,NA,"GridPP5 : The Edinburgh Tier2 Centre 2016-2020","31/03/2016","29/09/2020",687365,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/N001370/1","CFD808BD-5B6D-4F82-A9A3-7E1560961595","D7F4F462-0518-4784-908A-D12633C139B3","2DB7ED73-8E89-457A-A395-FAC12F929C1A","09556D1D-6C9F-475A-8F4E-2B70A2A5D8D1","School of Physics and Astronomy","College of Science and Engineering"
"EPSRC","EP/L016508/1","University of Edinburgh","Sch of Mathematics","Training Grant",NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC Centre for Doctoral Training in Mathematical Analysis and its Applications:Maxwell Institute Graduate School in Analysis &amp; Applications - MIGSAA","30/04/2014","31/10/2022",4585219,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L016508/1","9BE7D902-8494-4B8C-AC9E-A22D5DC6C14E","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A",NA,"School of Mathematics","College of Science and Engineering"
"NERC","NE/E004946/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Smiseth","Per","Terje",NA,NA,NA,NA,NA,"A test of recruitment limitation in some stream insects","01/03/2007","30/08/2010",303236,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E004946/1","7AF92EA9-6899-45A6-BD01-924B5FFF72FE","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E0F2F329-051B-4A52-AD3C-0B9CBF323204","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/E005233/1","University of Edinburgh","Sch of Chemistry","Research Grant","Harrison","Roy",NA,NA,NA,NA,NA,NA,"The Formation and Characterisation of Secondary Organic Aerosol and its Contribution to PM10 Concentrations in the UK Atmosphere","19/08/2007","18/10/2009",94868,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E005233/1","E41ADEC3-AADB-485E-A822-B687431B18EC","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","7C69B431-9F13-4424-A61C-6A75C5460679","School of Chemistry","College of Science and Engineering"
"STFC","ST/K001736/1","University of Edinburgh","Sch of Physics and Astronomy","Research Grant","Cockell","Charles","Seaton",NA,NA,NA,NA,NA,"GeoRepNet - A network to address challenges in the establishment and maintenance of geological repositories","18/10/2012","17/04/2016",243775,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/K001736/1","75143096-4E6E-44ED-9E37-3D3E1A2C9E64","D7F4F462-0518-4784-908A-D12633C139B3","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D703E236-B063-497E-9E25-39A5B7B7B1E1","School of Physics and Astronomy","College of Science and Engineering"
"BBSRC","BB/N001281/1","University of Edinburgh","Centre for Discovery Brain Sciences","Research Grant","Denholm","Barry",NA,NA,NA,NA,NA,NA,"Emergence of functional polarity in a tubular epithelium: a mechanistic study","03/07/2016","03/01/2020",352498,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N001281/1","AB5DDD87-16F3-42AA-9377-D61B9A8D122C","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","65DBE34F-921D-4487-B575-2E85B58AE9F7","Medical School","College of Medicine & Veterinary Medicine"
"MRC","MR/T030852/1","University of Edinburgh","Sch of Philosophy Psychology & Language","Fellowship","Hill","William","David","http://orcid.org/0000-0001-7205-1606",NA,NA,NA,NA,"From genetic sequence to phenotypic consequence: Genetic and environmental links between cognitive ability, socioeconomic position, and health","30/09/2020","29/09/2025",1068293,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/T030852/1","899F8D40-19D5-4460-A7EE-FF80A8B5D1CE","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","24B2A6E0-F4DE-49A8-9611-7A71E7F11E79","Other","Other"
"EPSRC","EP/N018125/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Millar","Andrew","John","http://orcid.org/0000-0003-1756-3654",NA,NA,NA,NA,"The Parameter Optimisation Problem: Addressing a Key Challenge in Computational Systems Biology","31/05/2016","30/03/2020",83514,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N018125/1","256246F0-B378-4FDC-9F3E-531F70E3956C","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","33C89110-F0AF-4CC2-A75F-8C04825EB6E4","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/K040138/1","University of Edinburgh","Edinburgh Parallel Computing Centre","Research Grant","Smith","Lorna","Alice",NA,NA,NA,NA,NA,"SI2-CHE: Development and Deployment of Chemical Software for Advanced Potential Energy Surfaces","08/04/2013","07/04/2016",361289,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K040138/1","E6A1AF44-6CB3-4ED0-8207-E0671BD4EE5E","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E48794AE-B0B0-4FCB-A68D-80BDE25F1A67","Other","Other"
"BBSRC","BB/M028313/1","University of Edinburgh","The Roslin Institute","Research Grant","Whitelaw","Christopher","Bruce",NA,NA,NA,NA,NA,"Validation of genome edited disease resistant pigs","30/06/2015","29/06/2018",121660,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M028313/1","59A0CA85-DA60-4BBB-8D8D-2750CD0539D7","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","DF50DBA1-B0D1-49BC-BBAB-64BB83E2CE00","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"EPSRC","EP/L013681/1","University of Edinburgh","Sch of Geosciences","Research Grant","van der Horst","Dan",NA,NA,NA,NA,NA,NA,"TEDDINET: network of (Build)TEDDI projects","31/08/2013","30/07/2018",559981,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L013681/1","3B571CA0-3AEB-4DED-BD5E-26B412789BF0","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B47C47E7-542F-4303-A215-A76A5096C4DE","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/R018669/1","University of Edinburgh","Centre for Inflammation Research","Research Grant","Dhaliwal","Kev",NA,NA,NA,NA,NA,NA,"IRC Next Steps Plus: Photonic Pathogen Theranostics - Point-of-care image guided photonic therapy of bacterial and fungal infection","30/06/2019","29/06/2023",1115129,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R018669/1","A4D431C9-5A1C-4E47-9B29-F9E208E42541","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","36B6C31F-AEF8-46B4-A57A-EE690EC04394","Institute for Regeneration and Repair","College of Medicine & Veterinary Medicine"
"BBSRC","BBS/E/D/20241866","University of Edinburgh","The Roslin Institute","Intramural","Digard","Paul",NA,NA,NA,NA,NA,NA,"Novel strategies to control virus infection and disease","31/03/2012","30/03/2017",NA,1042337,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/D/20241866","1D558272-7E44-4A4E-ACB6-9F78A213AE7E","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","BE941673-99F3-43CA-A4BB-66DA04A4915C","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
